stamp,tag,antenna,anchor,distance
1609043644372432094,200,1,100,6.92
1609043644372954719,201,1,101,8.079
1609043644397428242,200,0,101,8.793
1609043644397627893,201,0,102,9.102
1609043644422925724,201,1,100,7.77
1609043644472373025,200,0,100,6.997
1609043644472639618,201,0,101,8.045
1609043644497404837,200,1,101,8.752
1609043644498195052,201,1,102,9.094
1609043644522468875,200,0,102,8.744
1609043644523157145,201,0,100,7.606
1609043644547374726,200,1,100,6.891
1609043644547907257,201,1,101,8.054
1609043644572400449,200,0,101,8.798
1609043644572665983,201,0,102,9.099
1609043644598112025,201,1,100,7.829
1609043644647422883,200,0,100,6.98
1609043644647651742,201,0,101,8.016
1609043644672406155,200,1,101,8.749
1609043644673242656,201,1,102,9.085
1609043644697461030,200,0,102,8.787
1609043644698201804,201,0,100,7.734
1609043644722435354,200,1,100,6.884
1609043644723176289,201,1,101,8.045
1609043644747363175,200,0,101,8.795
1609043644747650771,201,0,102,9.091
1609043644771942776,200,1,102,8.804
1609043644773114526,201,1,100,7.851
1609043644822382386,200,0,100,6.98
1609043644822639671,201,0,101,8.014
1609043644847371497,200,1,101,8.744
1609043644848165383,201,1,102,9.089
1609043644872482923,200,0,102,8.819
1609043644873200584,201,0,100,7.757
1609043644897398135,200,1,100,6.888
1609043644898278479,201,1,101,8.043
1609043644922385165,200,0,101,8.802
1609043644946945170,200,1,102,8.838
1609043644948137407,201,1,100,7.861
1609043644997340377,200,0,100,6.985
1609043644997632101,201,0,101,8.021
1609043645022387657,200,1,101,8.741
1609043645023121634,201,1,102,9.076
1609043645047442646,200,0,102,8.839
1609043645048166316,201,0,100,7.759
1609043645072354951,200,1,100,6.786
1609043645073096036,201,1,101,8.046
1609043645097342433,200,0,101,8.79
1609043645097633932,201,0,102,9.086
1609043645121920164,200,1,102,8.857
1609043645123096343,201,1,100,7.857
1609043645172371972,200,0,100,6.834
1609043645172646017,201,0,101,8.017
1609043645197396939,200,1,101,8.747
1609043645198337486,201,1,102,9.095
1609043645222390571,200,0,102,8.799
1609043645223122149,201,0,100,7.751
1609043645247360298,200,1,100,6.788
1609043645247999193,201,1,101,8.088
1609043645272425493,200,0,101,8.799
1609043645272617642,201,0,102,9.109
1609043645296892980,200,1,102,8.803
1609043645297932382,201,1,100,7.781
1609043645347354770,200,0,100,6.85
1609043645347622299,201,0,101,8.06
1609043645372395667,200,1,101,8.714
1609043645373168115,201,1,102,9.106
1609043645397395695,200,0,102,8.746
1609043645398166370,201,0,100,7.604
1609043645422383333,200,1,100,6.793
1609043645422898442,201,1,101,8.071
1609043645447612628,201,0,102,9.119
1609043645472900283,201,1,100,7.828
1609043645522348473,200,0,100,6.935
1609043645522620653,201,0,101,8.033
1609043645547399927,200,1,101,8.681
1609043645548134814,201,1,102,9.088
1609043645572424222,200,0,102,8.756
1609043645573146125,201,0,100,7.72
1609043645597352897,200,1,100,6.868
1609043645598051759,201,1,101,8.052
1609043645622342804,200,0,101,8.753
1609043645622633232,201,0,102,9.097
1609043645648062344,201,1,100,7.848
1609043645697334639,200,0,100,6.99
1609043645697597317,201,0,101,8.027
1609043645722372971,200,1,101,8.722
1609043645723185411,201,1,102,9.073
1609043645747413969,200,0,102,8.778
1609043645748202854,201,0,100,7.751
1609043645772353222,200,1,100,6.905
1609043645772903855,201,1,101,8.048
1609043645797357987,200,0,101,8.789
