stamp,tag,antenna,anchor,distance
1609055135195458230,201,1,102,6.601
1609055135218420734,200,0,102,6.907
1609055135219185113,201,0,100,21.28
1609055135243424655,200,1,100,20.561
1609055135268507777,200,0,101,20.07
1609055135269208099,201,0,102,6.662
1609055135292934948,200,1,102,6.912
1609055135294133740,201,1,100,21.213
1609055135343435848,200,0,100,20.498
1609055135344141416,201,0,101,19.879
1609055135368237436,200,1,101,19.939
1609055135369179821,201,1,102,6.622
1609055135393416555,200,0,102,6.907
1609055135394184335,201,0,100,21.266
1609055135418453763,200,1,100,20.592
1609055135443478855,200,0,101,20.17
1609055135444165895,201,0,102,6.759
1609055135467942006,200,1,102,6.913
1609055135469163949,201,1,100,21.199
1609055135519415520,200,0,100,20.522
1609055135543508395,200,1,101,20.005
1609055135544209614,201,1,102,6.697
1609055135568191680,200,0,102,6.903
1609055135569121434,201,0,100,21.335
1609055135593455966,200,1,100,20.611
1609055135618240569,200,0,101,20.198
1609055135619222896,201,0,102,6.836
1609055135642990365,200,1,102,6.903
1609055135644170450,201,1,100,21.302
1609055135693412413,200,0,100,20.549
1609055135694179011,201,0,101,19.822
1609055135718492574,200,1,101,20.012
1609055135719215747,201,1,102,6.711
1609055135743390898,200,0,102,6.904
1609055135744107362,201,0,100,21.381
1609055135768370041,200,1,100,20.63
1609055135793488555,200,0,101,20.224
1609055135794164011,201,0,102,6.847
1609055135817980254,200,1,102,6.908
1609055135819224747,201,1,100,21.349
1609055135868384461,200,0,100,20.549
1609055135869103232,201,0,101,19.833
1609055135893455762,200,1,101,20.021
1609055135894198393,201,1,102,6.748
1609055135918392787,200,0,102,6.904
1609055135919095722,201,0,100,21.363
1609055135943376549,200,1,100,20.629
1609055135968479651,200,0,101,20.224
1609055135969135933,201,0,102,6.864
1609055135992983492,200,1,102,6.909
1609055135994139539,201,1,100,21.284
1609055136043424546,200,0,100,20.56
1609055136044144264,201,0,101,19.813
1609055136068235260,200,1,101,19.976
1609055136069151539,201,1,102,6.753
1609055136093415337,200,0,102,6.907
1609055136094184265,201,0,100,21.322
1609055136118438287,200,1,100,20.718
1609055136143403742,200,0,101,20.17
1609055136144199517,201,0,102,6.864
1609055136167905719,200,1,102,6.909
1609055136169114870,201,1,100,21.239
1609055136218371052,200,0,100,20.676
1609055136219237398,201,0,101,19.808
1609055136243465635,200,1,101,19.984
1609055136244147563,201,1,102,6.75
1609055136268157938,200,0,102,6.904
1609055136269134359,201,0,100,21.281
1609055136293412151,200,1,100,20.706
1609055136318500731,200,0,101,20.196
1609055136319236348,201,0,102,6.862
1609055136342907057,200,1,102,6.909
1609055136344556699,201,1,100,21.21
1609055136393376724,200,0,100,20.509
1609055136394156213,201,0,101,19.805
1609055136418438472,200,1,101,19.991
1609055136419217029,201,1,102,6.712
1609055136443372364,200,0,102,6.905
1609055136444111774,201,0,100,21.277
1609055136468383637,200,1,100,20.526
1609055136493418047,200,0,101,20.2
1609055136494184247,201,0,102,6.837
1609055136517912955,200,1,102,6.91
1609055136519126644,201,1,100,21.212
1609055136568343872,200,0,100,20.477
1609055136593212851,200,1,101,19.973
1609055136594183742,201,1,102,6.729
1609055136618742353,200,0,102,6.904
1609055136619119312,201,0,100,21.27
1609055136643383826,200,1,100,20.679
1609055136668468915,200,0,101,20.187
1609055136669235455,201,0,102,6.845
1609055136692925468,200,1,102,6.911
1609055136694137543,201,1,100,21.209
1609055136743340432,200,0,100,20.649
1609055136744162191,201,0,101,19.806
1609055136768467134,200,1,101,19.981
1609055136769141373,201,1,102,6.736
1609055136793364200,200,0,102,6.908
1609055136794133157,201,0,100,21.286
1609055136818396234,200,1,100,20.687
1609055136843455208,200,0,101,20.423
1609055136844195484,201,0,102,6.849
1609055136867967555,200,1,102,6.913
1609055136869133008,201,1,100,21.179
1609055136918330300,200,0,100,20.597
1609055136919076081,201,0,101,19.84
1609055136943195406,200,1,101,20.303
1609055136944203941,201,1,102,6.739
1609055136968371959,200,0,102,6.908
1609055136969079726,201,0,100,21.249
1609055136993377261,200,1,100,20.65
1609055137018422003,200,0,101,20.384
1609055137019144864,201,0,102,6.855
1609055137093361399,200,0,100,20.488
1609055137094111962,201,0,101,19.879
1609055137118400338,200,1,101,20.134
1609055137119139800,201,1,102,6.708
1609055137143353805,200,0,102,6.905
1609055137144071155,201,0,100,21.345
1609055137168367736,200,1,100,20.515
1609055137193455847,200,0,101,20.27
1609055137194142594,201,0,102,6.834
1609055137217928037,200,1,102,6.913
1609055137219140143,201,1,100,21.253
1609055137268366253,200,0,100,20.479
1609055137293134916,200,1,101,19.978
1609055137294162137,201,1,102,6.692
1609055137318341046,200,0,102,6.905
1609055137319133004,201,0,100,21.324
1609055137343338002,200,1,100,20.678
1609055137368426049,200,0,101,20.169
1609055137369160149,201,0,102,6.823
1609055137392861532,200,1,102,6.909
1609055137394117626,201,1,100,21.206
1609055137443354500,200,0,100,20.653
1609055137468423249,200,1,101,19.961
1609055137470196315,201,1,102,6.736
1609055137493331114,200,0,102,6.906
1609055137494074339,201,0,100,21.284
1609055137518330449,200,1,100,20.695
1609055137543347710,200,0,101,20.386
1609055137544159944,201,0,102,6.853
1609055137567911555,200,1,102,6.91
1609055137569008120,201,1,100,21.217
1609055137618290387,200,0,100,20.618
1609055137619184061,201,0,101,19.857
1609055137643422038,200,1,101,20.273
1609055137644113192,201,1,102,6.743
1609055137668144495,200,0,102,6.907
1609055137669088396,201,0,100,21.279
1609055137693310223,200,1,100,20.669
1609055137718419079,200,0,101,20.354
1609055137719127669,201,0,102,6.858
1609055137742896042,200,1,102,6.909
1609055137744142626,201,1,100,21.085
1609055137793360582,200,0,100,20.568
1609055137794161265,201,0,101,19.851
1609055137818424861,200,1,101,20.128
1609055137819207723,201,1,102,6.744
1609055137843334495,200,0,102,6.904
1609055137844068112,201,0,100,21.124
1609055137868330301,200,1,100,20.718
1609055137893108144,200,0,101,20.414
1609055137894097763,201,0,102,6.86
1609055137917936124,200,1,102,6.91
1609055137919159014,201,1,100,21.113
1609055137968313920,200,0,100,20.676
1609055137993416642,200,1,101,20.284
1609055137994174198,201,1,102,6.564
1609055138018132218,200,0,102,6.908
1609055138019115002,201,0,100,21.171
1609055138043337110,200,1,100,20.702
1609055138068164289,200,0,101,20.437
1609055138069108304,201,0,102,6.618
1609055138092863676,200,1,102,6.914
1609055138094203908,201,1,100,21.154
1609055138143357937,200,0,100,20.599
1609055138144024645,201,0,101,19.849
1609055138168375575,200,1,101,20.293
1609055138169087613,201,1,102,6.593
1609055138193100136,200,0,102,6.908
1609055138194088561,201,0,100,21.24
1609055138218387755,200,1,100,20.721
1609055138243394323,200,0,101,20.463
1609055138244081976,201,0,102,6.665
1609055138267910796,200,1,102,6.914
1609055138269066809,201,1,100,21.148
1609055138318343514,200,0,100,20.662
1609055138319151355,201,0,101,19.825
1609055138344096520,201,1,102,6.614
1609055138368106611,200,0,102,6.906
1609055138369100983,201,0,100,21.206
1609055138393305468,200,1,100,20.685
1609055138418340109,200,0,101,20.354
1609055138419245719,201,0,102,6.761
1609055138443092701,200,1,102,6.911
1609055138444120477,201,1,100,21.189
1609055138493360109,200,0,100,20.5
1609055138494134675,201,0,101,19.838
1609055138518140545,200,1,101,20.073
1609055138519829713,201,1,102,6.719
1609055138544614219,200,0,102,6.906
1609055138544826824,201,0,100,21.334
1609055138568345334,200,1,100,20.514
1609055138593380420,200,0,101,20.207
1609055138594136629,201,0,102,6.861
1609055138617911377,200,1,102,6.909
1609055138619811987,201,1,100,21.321
1609055138668308433,200,0,100,20.453
1609055138669791593,201,0,101,19.849
1609055138693386528,200,1,101,19.769
1609055138694127771,201,1,102,6.766
1609055138718132657,200,0,102,6.904
1609055138719090260,201,0,100,21.37
1609055138743322882,200,1,100,20.486
1609055138768335132,200,0,101,20.144
1609055138769133233,201,0,102,6.885
1609055138792838619,200,1,102,6.911
1609055138794049074,201,1,100,21.3
1609055138843311864,200,0,100,20.449
1609055138844309396,201,0,101,19.835
1609055138868401530,200,1,101,20.068
1609055138869163290,201,1,102,6.777
1609055138893312532,200,0,102,6.909
1609055138894108423,201,0,100,21.348
1609055138918352258,200,1,100,20.543
1609055138943393940,200,0,101,20.389
1609055138944188434,201,0,102,6.887
1609055138967931106,200,1,102,6.916
1609055138969141608,201,1,100,21.267
1609055139018320661,200,0,100,20.494
1609055139043124060,200,1,101,20.307
1609055139044095586,201,1,102,6.77
1609055139068367690,200,0,102,6.909
1609055139069746567,201,0,100,21.307
1609055139093273912,200,1,100,20.594
1609055139118366334,200,0,101,20.399
1609055139119154207,201,0,102,6.875
1609055139142871553,200,1,102,6.914
1609055139144060586,201,1,100,21.229
1609055139193265566,200,0,100,20.533
1609055139194094957,201,0,101,19.847
1609055139218096529,200,1,101,20.127
1609055139219137036,201,1,102,6.757
1609055139243299129,200,0,102,6.906
1609055139244025652,201,0,100,21.293
1609055139268283444,200,1,100,20.712
1609055139293327800,200,0,101,20.266
1609055139294060597,201,0,102,6.866
1609055139317858246,200,1,102,6.91
1609055139319074959,201,1,100,21.222
1609055139368219241,200,0,100,20.565
1609055139393379410,200,1,101,20.016
1609055139394043154,201,1,102,6.73
1609055139418293967,200,0,102,6.909
1609055139419128677,201,0,100,21.291
1609055139443304510,200,1,100,20.585
1609055139468332038,200,0,101,20.197
1609055139469042238,201,0,102,6.842
1609055139492814421,200,1,102,6.914
1609055139493960822,201,1,100,21.224
1609055139543227483,200,0,100,20.536
1609055139544031885,201,0,101,19.853
1609055139568265472,200,1,101,19.955
1609055139569058547,201,1,102,6.732
1609055139593259450,200,0,102,6.906
