stamp,tag,antenna,anchor,distance
1609045332168843327,200,1,101,7.84
1609045332169513595,201,1,102,9.223
1609045332195266763,200,0,102,9.707
1609045332195432510,201,0,100,7.45
1609045332218777755,200,1,100,7.553
1609045332243828221,200,0,101,8.14
1609045332244552110,201,0,102,9.291
1609045332268937455,200,1,102,9.755
1609045332269847380,201,1,100,7.398
1609045332319492705,201,0,101,7.843
1609045332343805626,200,1,101,8.093
1609045332344497069,201,1,102,9.181
1609045332368797288,200,0,102,9.73
1609045332369259380,201,0,100,7.562
1609045332393798482,200,1,100,7.782
1609045332418994310,200,0,101,8.197
1609045332419580698,201,0,102,9.245
1609045332443852136,200,1,102,9.793
1609045332444727730,201,1,100,7.524
1609045332494533439,201,0,101,7.917
1609045332518813322,200,1,101,8.075
1609045332520851906,201,1,102,9.178
1609045332543788641,200,0,102,9.756
1609045332544002925,201,0,100,7.535
1609045332568763900,200,1,100,7.933
1609045332593826688,200,0,101,8.172
1609045332594504295,201,0,102,9.211
1609045332618770038,200,1,102,9.806
1609045332620722185,201,1,100,7.47
1609045332669410655,201,0,101,7.924
1609045332693747453,200,1,101,8.008
1609045332694558128,201,1,102,9.153
1609045332728263006,200,0,102,9.76
1609045332728458562,201,0,100,7.47
1609045332748319488,200,1,100,8.011
1609045332768821613,200,0,101,8.045
1609045332769247089,201,0,102,9.161
1609045332793787344,200,1,102,9.808
1609045332794526561,201,1,100,7.41
1609045332844525022,201,0,101,7.913
1609045332869003474,200,1,101,7.468
1609045332869540252,201,1,102,9.117
1609045332893735436,200,0,102,9.758
1609045332894536306,201,0,100,7.615
1609045332944514785,201,0,102,9.148
1609045332969465375,200,1,102,9.776
1609045332969725157,201,1,100,7.479
1609045333019839693,200,0,100,7.185
1609045333020037832,201,0,101,7.899
1609045333043796124,200,1,101,7.345
1609045333044495244,201,1,102,9.094
1609045333068768765,200,0,102,9.693
1609045333069540531,201,0,100,7.67
1609045333093785555,200,1,100,7.755
1609045333119306744,201,0,102,9.136
