stamp,tag,antenna,anchor,distance
1623492362327893233,200,0,100,15.113
1623492362328639332,201,0,101,15.751
1623492362353597784,201,1,102,4.727
1623492362377890679,200,0,102,4.034
1623492362378662027,201,0,100,14.526
1623492362403039344,200,1,100,14.677
1623492362403669462,201,1,101,15.735
1623492362428636870,201,0,102,4.86
1623492362452952732,200,1,102,4.074
1623492362453641428,201,1,100,14.707
1623492362502876575,200,0,100,14.751
1623492362503110005,201,0,101,15.751
1623492362528587145,201,1,102,4.75
1623492362552888606,200,0,102,3.971
1623492362553615899,201,0,100,14.305
1623492362577921999,200,1,100,14.665
1623492362578664559,201,1,101,15.735
1623492362603670769,201,0,102,4.88
1623492362627943342,200,1,102,3.991
1623492362628647947,201,1,100,14.404
1623492362677861330,200,0,100,15.22
1623492362678092229,201,0,101,15.752
1623492362703600485,201,1,102,4.765
1623492362727908566,200,0,102,3.976
1623492362728634792,201,0,100,14.31
1623492362752914710,200,1,100,15.172
1623492362753617869,201,1,101,15.732
1623492362778671815,201,0,102,4.877
1623492362802967502,200,1,102,4.027
1623492362803645360,201,1,100,14.512
1623492362852889415,200,0,100,15.304
1623492362853127399,201,0,101,15.747
1623492362878586970,201,1,102,4.76
1623492362902843938,200,0,102,4.009
1623492362903618196,201,0,100,14.159
1623492362927923677,200,1,100,14.749
1623492362928616937,201,1,101,15.712
1623492362953632503,201,0,102,4.873
1623492362977966637,200,1,102,4.062
1623492362978757277,201,1,100,14.286
1623492363027828633,200,0,100,14.811
1623492363028113610,201,0,101,15.722
1623492363053614469,201,1,102,4.773
1623492363077841799,200,0,102,3.997
1623492363078706370,201,0,100,14.244
1623492363102882287,200,1,100,14.691
1623492363103662899,201,1,101,15.722
1623492363128627858,201,0,102,4.882
1623492363152927439,200,1,102,4.02
1623492363153607172,201,1,100,14.509
1623492363202826512,200,0,100,14.912
1623492363203520242,201,0,101,16.072
1623492363228526969,201,1,102,4.778
1623492363252864396,200,0,102,3.997
1623492363253600729,201,0,100,14.269
1623492363277959057,200,1,100,14.92
1623492363278656909,201,1,101,15.964
1623492363303662283,201,0,102,4.869
1623492363327635950,200,1,102,4.002
1623492363328671993,201,1,100,14.409
1623492363377837722,200,0,100,15.207
1623492363378441895,201,0,101,16.005
1623492363403564414,201,1,102,4.771
1623492363427845688,200,0,102,3.975
1623492363428592267,201,0,100,14.356
1623492363452422184,200,1,100,15.183
1623492363453612920,201,1,101,15.869
1623492363478605475,201,0,102,4.863
1623492363502872092,200,1,102,4.049
1623492363503623046,201,1,100,14.595
1623492363552845777,200,0,100,15.343
1623492363553564414,201,0,101,16.134
1623492363578599739,201,1,102,4.765
1623492363602881551,200,0,102,3.992
1623492363603596935,201,0,100,14.483
1623492363628588858,201,1,101,15.976
1623492363652826002,200,0,101,16.206
1623492363653596680,201,0,102,4.863
1623492363677899474,200,1,102,4.019
1623492363678632075,201,1,100,14.716
1623492363727835792,200,0,100,15.435
1623492363728086383,201,0,101,15.989
1623492363752377093,200,1,101,16.949
1623492363753526095,201,1,102,4.766
1623492363777885565,200,0,102,3.999
1623492363778603634,201,0,100,14.533
1623492363802886251,200,1,100,15.061
1623492363803577437,201,1,101,15.834
1623492363827846731,200,0,101,16.18
1623492363828587526,201,0,102,4.863
1623492363852955437,200,1,102,4.059
1623492363853573373,201,1,100,14.722
1623492363902824191,200,0,100,15.197
1623492363903502293,201,0,101,15.811
1623492363928561815,201,1,102,4.781
1623492363952836341,200,0,102,3.988
1623492363953604689,201,0,100,14.312
1623492363978629649,201,1,101,15.732
1623492364003604869,201,0,102,4.901
1623492364028571240,201,1,100,14.407
1623492364077828174,200,0,100,15.323
1623492364078070475,201,0,101,15.699
1623492364103545486,201,1,102,4.794
1623492364127843112,200,0,102,3.971
1623492364128583191,201,0,100,14.326
1623492364152916645,200,1,100,14.935
1623492364153606759,201,1,101,15.672
1623492364178629634,201,0,102,4.895
1623492364202953217,200,1,102,4.002
1623492364203622145,201,1,100,14.556
1623492364252844579,200,0,100,15.112
1623492364278589648,201,1,102,4.652
1623492364302894143,200,0,102,3.984
1623492364303572591,201,0,100,14.435
1623492364327887586,200,1,100,14.872
1623492364328623067,201,1,101,15.68
1623492364353593229,201,0,102,4.702
1623492364377934740,200,1,102,4.015
1623492364378613010,201,1,100,14.659
1623492364427805080,200,0,100,15.081
1623492364428019911,201,0,101,15.677
1623492364453541711,201,1,102,4.636
1623492364477837641,200,0,102,4.009
1623492364478566095,201,0,100,14.483
1623492364502883395,200,1,100,14.854
1623492364503621882,201,1,101,15.699
1623492364528555653,201,0,102,4.69
1623492364552925675,200,1,102,4.058
1623492364553598654,201,1,100,14.704
1623492364602834292,200,0,100,15.056
1623492364603057784,201,0,101,15.706
1623492364628527902,201,1,102,4.639
1623492364652804882,200,0,102,4.009
1623492364653591077,201,0,100,14.521
1623492364677878255,200,1,100,14.843
1623492364678568944,201,1,101,15.694
1623492364703614598,201,0,102,4.778
1623492364727825386,200,1,102,4.059
1623492364728550954,201,1,100,14.692
1623492364777820611,200,0,100,15.054
1623492364778084752,201,0,101,15.704
1623492364803458905,201,1,102,4.72
1623492364827805077,200,0,102,3.989
1623492364828570428,201,0,100,14.491
1623492364852844621,200,1,100,14.848
1623492364853535993,201,1,101,15.71
1623492364878561754,201,0,102,4.858
1623492364903588191,201,1,100,14.68
1623492364952833581,200,0,100,15.061
1623492364953009113,201,0,101,15.725
1623492364978525180,201,1,102,4.649
1623492365002863839,200,0,102,3.97
1623492365003527480,201,0,100,14.477
1623492365027850659,200,1,100,15.071
1623492365028543448,201,1,101,15.728
1623492365053528493,201,0,102,4.708
1623492365077883848,200,1,102,4.048
1623492365078618550,201,1,100,14.668
1623492365127770493,200,0,100,15.289
1623492365128000034,201,0,101,15.747
1623492365153500036,201,1,102,4.646
1623492365177769987,200,0,102,4.01
1623492365178592177,201,0,100,14.483
1623492365203568269,201,1,101,15.754
1623492365228557894,201,0,102,4.717
1623492365252836786,200,1,102,4.066
1623492365253534557,201,1,100,14.691
1623492365302764161,200,0,100,15.403
1623492365302999176,201,0,101,15.774
1623492365328479325,201,1,102,4.675
1623492365352788851,200,0,102,4.033
1623492365353620831,201,0,100,14.497
1623492365377872801,200,1,100,14.694
1623492365378623943,201,1,101,15.769
1623492365403577916,201,0,102,4.821
1623492365427851783,200,1,102,4.076
1623492365428562901,201,1,100,14.683
1623492365477776346,200,0,100,14.766
1623492365478071431,201,0,101,15.788
1623492365527798896,200,0,102,4.038
1623492365528545839,201,0,100,14.476
1623492365552845749,200,1,100,14.726
1623492365553577136,201,1,101,15.752
1623492365578586719,201,0,102,4.97
1623492365602821826,200,1,102,4.081
1623492365603527258,201,1,100,14.685
1623492365652762058,200,0,100,15.013
1623492365653014379,201,0,101,15.765
1623492365678455189,201,1,102,4.806
1623492365702797899,200,0,102,3.942
1623492365703527545,201,0,100,14.492
1623492365727880302,200,1,100,14.826
1623492365728479024,201,1,101,15.734
1623492365753540342,201,0,102,4.904
1623492365777836880,200,1,102,3.962
1623492365778568974,201,1,100,14.696
1623492365827763466,200,0,100,15.092
