time_ns,tx,ty,tz,qx,qy,qz,qw,run_time
1609060336665447950,0.159916,0.331605,-1.07965,0.995987,-0.0894945,-5.47996e-18,6.09866e-17,3.20362
1609060336768593311,0.159684,0.329552,-1.07943,0.995997,-0.0893895,-5.47353e-18,6.09872e-17,6.3724
1609060336871572971,0.158103,0.330933,-1.07963,0.996,-0.0893583,-5.47162e-18,6.09874e-17,3.71946
1609060336974601984,0.155655,0.33112,-1.07851,0.996012,-0.0892213,-5.46323e-18,6.09881e-17,4.2863
1609060337077686787,0.155541,0.333977,-1.07847,0.995998,-0.0893772,-5.47277e-18,6.09873e-17,7.52512
1609060337149609566,0.157882,0.333508,-1.07782,0.995987,-0.0894983,-5.48019e-18,6.09866e-17,4.95832
1609060337249248743,0.159422,0.334988,-1.07834,0.995986,-0.0895077,-5.48077e-18,6.09866e-17,4.31551
1609060337352544308,0.161547,0.340154,-1.07684,0.995791,-0.0916512,5.18e-05,-0.000407799,22.2928
1609060337455909729,0.170158,0.335838,-1.07588,0.995697,-0.0926706,-0.000279891,-0.000610232,37.7594
1609060337558484793,0.17299,0.343079,-1.07417,0.995555,-0.094174,-0.000127063,-0.000880022,50.8901
1609060337661578178,0.18417,0.337474,-1.07249,0.995158,-0.0982798,-0.000498914,-0.00149702,58.4482
1609060337764630556,0.176378,0.347332,-1.07206,0.995274,-0.0970975,-0.000260685,-0.00139394,47.6384
1609060337867722511,0.173391,0.355633,-1.07058,0.99495,-0.100351,-8.07063e-05,-0.00187422,37.4485
1609060337970884323,0.17886,0.346739,-1.07184,0.99505,-0.0993531,-0.000356221,-0.00187704,51.6264
1609060338074067116,0.176441,0.355112,-1.07093,0.995071,-0.0991462,-0.000303077,-0.00192497,57.2681
1609060338177568913,0.189111,0.3416,-1.06964,0.99489,-0.100942,-0.000266061,-0.0020852,46.4083
1609060338249769926,0.179924,0.352526,-1.07076,0.995051,-0.0993441,-0.000228098,-0.00193592,39.8492
1609060338349504709,0.193011,0.338003,-1.06971,0.99487,-0.101138,-0.000329968,-0.00206248,42.3
1609060338453515291,0.186203,0.345163,-1.06898,0.99512,-0.0986571,-0.000124307,-0.00174983,56.3889
1609060338555536509,0.193223,0.342749,-1.06759,0.994831,-0.101521,-0.00039066,-0.00203936,57.3072
1609060338660170555,0.195607,0.338835,-1.06829,0.994995,-0.0999089,-0.000497652,-0.00196837,36.6615
1609060338749192476,0.188145,0.346948,-1.06881,0.994747,-0.102343,-0.000357078,-0.00206772,36.3927
1609060338849263906,0.192262,0.34084,-1.06868,0.994916,-0.100695,-0.000518966,-0.00183119,40.416
1609060338952213526,0.186677,0.348841,-1.06883,0.994918,-0.100663,-0.000380221,-0.00205903,47.9402
1609060339058030844,0.196927,0.336658,-1.06926,0.994789,-0.101935,-0.000437245,-0.00205206,40.9825
