time_ns,tx,ty,tz,qx,qy,qz,qw,run_time
1624181091261822701,-0.638447,1.70586,-1.57055,0.725881,0.687821,4.21169e-17,4.44474e-17,2.5341
1624181091361820221,-0.641599,1.70581,-1.57214,0.725886,0.687815,4.21165e-17,4.44477e-17,3.26865
1624181091461817741,-0.640686,1.70773,-1.57045,0.725767,0.68794,4.21242e-17,4.44404e-17,4.13805
1624181091561815262,-0.643736,1.71125,-1.57182,0.725886,0.687815,4.21165e-17,4.44477e-17,3.00965
1624181091661813021,-0.645906,1.70865,-1.57323,0.725876,0.687826,4.21172e-17,4.44471e-17,3.38204
1624181091761810541,-0.647716,1.70798,-1.57214,0.725906,0.687794,4.21152e-17,4.44489e-17,5.64138
1624181091861808062,-0.647463,1.70745,-1.57292,0.725857,0.687845,4.21184e-17,4.44459e-17,4.1296
1624181091961805582,-0.64367,1.70936,-1.5731,0.725808,0.687897,4.21215e-17,4.44429e-17,4.01714
1624181092061803102,-0.640714,1.70689,-1.57095,0.72588,0.687821,4.21169e-17,4.44474e-17,6.60788
1624181092161800861,-0.64158,1.70596,-1.57016,0.72591,0.68779,4.2115e-17,4.44492e-17,4.8967
1624181092261798382,-0.640641,1.7064,-1.56908,0.725825,0.68788,4.21205e-17,4.44439e-17,4.3853
1624181092361795902,-0.641554,1.7051,-1.57072,0.72587,0.687832,4.21175e-17,4.44467e-17,7.61573
1624181092461793423,-0.642042,1.70454,-1.57061,0.72587,0.687832,4.21176e-17,4.44467e-17,5.33452
1624181092561790943,-0.643476,1.70493,-1.57054,0.725851,0.687852,4.21188e-17,4.44455e-17,8.36371
1624181092661788702,-0.643665,1.70313,-1.57039,0.725879,0.687823,4.2117e-17,4.44473e-17,6.86963
1624181092761786222,-0.645166,1.70458,-1.57163,0.725888,0.687813,4.21164e-17,4.44478e-17,8.5858
1624181092861783743,-0.645149,1.70472,-1.57091,0.725866,0.687836,4.21178e-17,4.44465e-17,6.02027
1624181092961781263,-0.644158,1.70653,-1.57194,0.725812,0.687893,4.21213e-17,4.44432e-17,7.95331
1624181093061778784,-0.646004,1.70556,-1.57195,0.725905,0.687795,4.21153e-17,4.44489e-17,7.17158
1624181093161776543,-0.648561,1.70591,-1.57257,0.725848,0.687855,4.2119e-17,4.44454e-17,8.44658
1624181093261774063,-0.64972,1.70465,-1.57303,0.725859,0.687844,4.21183e-17,4.4446e-17,6.86854
1624181093361771584,-0.660827,1.7009,-1.57132,0.725532,0.688187,-0.0013073,6.14669e-05,41.7259
1624181093461769104,-0.663685,1.69733,-1.57234,0.725419,0.688305,-0.00173748,8.50627e-05,52.1697
1624181093561766624,-0.675086,1.69132,-1.56772,0.724791,0.68896,-0.00340838,8.47453e-05,48.5787
1624181093661764145,-0.68521,1.69763,-1.56769,0.727857,0.68572,-0.00331734,-6.68691e-06,39.516
1624181093761761904,-0.688144,1.69458,-1.56419,0.727107,0.686511,-0.00423235,0.000153657,28.4017
1624181093861759424,-0.695769,1.70149,-1.563,0.72928,0.684204,-0.00385649,0.000139245,28.6873
1624181093961756945,-0.69102,1.69646,-1.56272,0.728077,0.685483,-0.00426539,8.4794e-05,47.5916
1624181094061754465,-0.687678,1.68576,-1.56079,0.726437,0.687209,-0.00569669,0.000646028,46.4334
1624181094161751986,-0.691989,1.69345,-1.56087,0.728945,0.684554,-0.00501333,0.000385465,38.5921
1624181094261749744,-0.678291,1.69011,-1.55562,0.726227,0.687432,-0.00555361,0.000606614,41.4947
1624181094361747265,-0.674092,1.69318,-1.55668,0.7266,0.687045,-0.00466408,0.000560199,43.6053
1624181094461744785,-0.666805,1.69064,-1.55412,0.72469,0.689056,-0.00501674,0.000680413,38.9624
1624181094561742306,-0.670674,1.69798,-1.55879,0.724861,0.688881,-0.00440951,0.00083491,52.9578
1624181094661739826,-0.66631,1.69128,-1.55948,0.724203,0.689571,-0.00462498,0.000796903,53.9876
1624181094761737585,-0.681118,1.68747,-1.55299,0.724925,0.6888,-0.00612547,0.000777227,44.6112
1624181094861735106,-0.688962,1.69891,-1.55533,0.728736,0.684773,-0.00545954,0.000498881,50.3719
1624181094961732626,-0.688896,1.69409,-1.5526,0.727547,0.68603,-0.00620977,0.000419574,60.3982
1624181095061730146,-0.690878,1.70126,-1.5541,0.730318,0.683085,-0.00548117,0.000475755,47.0557
1624181095161727667,-0.693729,1.69576,-1.55401,0.729145,0.684334,-0.00595156,0.000433911,37.2253
1624181095261725426,-0.700186,1.70385,-1.55498,0.730405,0.682994,-0.0052325,0.000391854,45.0565
1624181095361722946,-0.691028,1.69608,-1.55439,0.728913,0.684586,-0.00529553,0.000542211,43.4534
1624181095461720467,-0.682238,1.69544,-1.54977,0.726102,0.687557,-0.00636172,0.000607781,56.794
1624181095561717987,-0.673165,1.6941,-1.55358,0.725768,0.687919,-0.00531133,0.000564454,63.6876
1624181095661715508,-0.659136,1.69111,-1.55224,0.723209,0.690605,-0.00576151,0.00077268,46.6645
1624181095761713266,-0.65808,1.6958,-1.55769,0.72354,0.690266,-0.00483121,0.000690147,45.1461
1624181095861710787,-0.663858,1.69134,-1.55773,0.722807,0.691029,-0.00531195,0.000711876,45.5368
1624181095961708307,-0.669129,1.69501,-1.56087,0.725199,0.688524,-0.00461737,0.000447179,44.3552
1624181096061705828,-0.667523,1.69091,-1.55864,0.72468,0.689068,-0.00484232,0.000732873,47.0432
1624181096161703348,-0.663414,1.6875,-1.55127,0.723765,0.690021,-0.00591247,0.000995874,49.3014
1624181096261700869,-0.668045,1.69336,-1.55453,0.726074,0.687596,-0.00523834,0.000897736,49.9943
1624181096361698627,-0.66036,1.69238,-1.55197,0.723973,0.689804,-0.00574185,0.00107487,48.0655
1624181096461696148,-0.666071,1.69557,-1.55309,0.727021,0.686596,-0.0050391,0.00101034,54.2011
1624181096561693668,-0.661498,1.68784,-1.55304,0.725812,0.68787,-0.00546872,0.0011735,53.6748
1624181096661691189,-0.665418,1.69421,-1.55495,0.727149,0.686463,-0.00470486,0.000992342,51.3948
1624181096761688709,-0.668421,1.69073,-1.55765,0.726291,0.687369,-0.00488765,0.000536775,52.3479
1624181096861686468,-0.680532,1.68382,-1.55599,0.726781,0.68684,-0.00632457,0.000779319,45.0274
1624181096961683989,-0.690916,1.69395,-1.55843,0.730368,0.68303,-0.00566929,0.000596447,48.3263
1624181097061681509,-0.696397,1.68706,-1.55721,0.728941,0.684546,-0.00645065,0.000522366,53.512
1624181097161679029,-0.696093,1.69413,-1.56167,0.73055,0.682835,-0.00569826,0.000793671,61.6191
1624181097261676550,-0.697425,1.69144,-1.55912,0.72928,0.684188,-0.00603562,0.000529227,56.7884
1624181097361674309,-0.703554,1.69866,-1.55893,0.7299,0.683534,-0.0052349,0.00044317,54.7843
1624181097461671829,-0.696184,1.69401,-1.55735,0.728427,0.685103,-0.00531135,0.000438031,52.4735
1624181097561669350,-0.702587,1.68341,-1.55263,0.726801,0.686816,-0.00661395,0.000316727,58.2806
1624181097661666870,-0.691933,1.68852,-1.55692,0.725953,0.687723,-0.00542639,0.000254699,169.072
1624181097761664391,-0.696275,1.68528,-1.55406,0.725156,0.688558,-0.00615354,0.000320562,154.315
1624181097861662149,-0.695709,1.69144,-1.55806,0.726964,0.686654,-0.00535566,0.00024551,93.4497
1624181097961659670,-0.692735,1.68887,-1.55539,0.7261,0.687565,-0.00570243,0.000408307,87.4633
1624181098061657190,-0.698602,1.6998,-1.55946,0.727491,0.686099,-0.00501326,0.000263048,52.4631
1624181098161654711,-0.69246,1.69378,-1.55951,0.726468,0.687181,-0.00516974,0.000286924,44.8767
1624181098261652231,-0.703251,1.68725,-1.55386,0.726851,0.686764,-0.00651876,0.00035172,56.9503
1624181098361649990,-0.696557,1.6904,-1.55655,0.727686,0.685888,-0.00552942,0.000183478,49.1489
1624181098461647511,-0.70241,1.68243,-1.55605,0.72681,0.686809,-0.00632427,0.000268218,60.7674
1624181098561645031,-0.704427,1.69129,-1.55808,0.728971,0.684522,-0.00559813,0.000224889,50.0047
1624181098661642551,-0.70619,1.68979,-1.55702,0.727894,0.685664,-0.00591777,0.000115579,53.8229
1624181098761640072,-0.708961,1.69975,-1.55964,0.728692,0.684821,-0.00518546,-0.000116919,47.7432
1624181098861637831,-0.703193,1.69338,-1.55947,0.727477,0.686112,-0.00532495,5.77047e-05,46.7775
1624181098961635351,-0.704273,1.68375,-1.55515,0.725817,0.687857,-0.00653548,0.000253542,43.2219
1624181099061632872,-0.693,1.68385,-1.55744,0.725531,0.688167,-0.00550108,0.000379488,44.3153
1624181099161630392,-0.69319,1.67666,-1.55443,0.724629,0.689111,-0.00619247,0.000477324,49.3768
1624181099261627913,-0.695271,1.68428,-1.5568,0.727289,0.686309,-0.00546741,0.000581669,50.8813
1624181099361625433,-0.693629,1.68105,-1.55711,0.726462,0.687182,-0.00585097,0.000648974,47.3969
1624181099461623192,-0.70342,1.69161,-1.55726,0.728591,0.68493,-0.00508045,0.000335521,57.7791
1624181099561620712,-0.698022,1.68808,-1.5584,0.727523,0.686063,-0.00520975,0.000470624,69.3415
1624181099661618233,-0.697198,1.69242,-1.5521,0.726466,0.687173,-0.00632784,0.000657621,78.4803
1624181099761615753,-0.69462,1.69838,-1.55549,0.728548,0.684971,-0.00561108,0.00076353,63.9277
1624181099861613274,-0.701819,1.69149,-1.55386,0.727433,0.686149,-0.00633581,0.000460995,51.2222
