time_ns,tx,ty,tz,qx,qy,qz,qw,run_time
1624165696201802015,-1.03685,0.328836,-1.25762,0.999985,-0.00554232,-0.000145545,-0.000250595,8.02518
1624165696301798105,-1.03665,0.342453,-1.25566,0.999981,-0.00607058,-9.43273e-05,-0.000391127,9.46266
1624165696401793957,-1.04121,0.34981,-1.25567,0.999945,-0.0104983,-0.00027685,9.71859e-05,8.39137
1624165696501790047,-1.03762,0.343215,-1.25444,0.99996,-0.00896926,-0.000173206,3.51762e-05,10.918
1624165696601786137,-1.03612,0.354239,-1.25346,0.99992,-0.0126698,-0.000470757,1.33489e-05,9.92514
1624165696701782227,-1.03603,0.350531,-1.25393,0.999946,-0.0104282,-0.000290632,-0.000149339,11.5948
1624165696801778078,-1.03587,0.357276,-1.25569,0.999913,-0.0132187,-0.000347853,-0.000297485,11.8348
1624165696901774168,-1.03647,0.356508,-1.25444,0.999942,-0.0107872,-0.000260265,-0.000188869,13.0889
1624165697001770258,-1.03714,0.346957,-1.25511,0.999955,-0.00943796,-7.46524e-05,-8.5943e-05,13.466
1624165697101766348,-1.03833,0.339117,-1.25416,0.999971,-0.00760699,-0.000115138,-0.000174768,16.6834
1624165697201762438,-1.03589,0.343169,-1.25543,0.999979,-0.00647017,2.4956e-05,-0.000352727,27.7632
1624165697301758289,-1.03713,0.358863,-1.25332,0.999949,-0.010111,-0.000190893,-0.000542907,34.2605
1624165697401754379,-1.03872,0.353172,-1.25163,0.999965,-0.00837346,-0.000287198,-0.000247617,37.2954
1624165697501750469,-1.03746,0.34691,-1.25299,0.99997,-0.00770299,-8.69364e-05,-0.000115302,34.9763
1624165697601746559,-1.03463,0.343925,-1.25206,0.999979,-0.00650663,-0.000181953,-7.07586e-05,27.4679
1624165697701742411,-1.03524,0.351224,-1.25303,0.999955,-0.0095292,-0.000232199,-0.000219197,30.0743
1624165697801738501,-1.04168,0.357694,-1.25388,0.999911,-0.0133514,-0.000514242,0.000176646,30.2414
1624165697901734591,-1.03615,0.345907,-1.25099,0.999933,-0.0115234,-0.000436346,0.000451423,28.1273
1624165698001730680,-1.03836,0.343555,-1.25252,0.999953,-0.00965272,-0.000363462,0.000179736,27.2417
1624165698101726770,-1.03708,0.338511,-1.25055,0.99997,-0.00772006,-0.000333738,0.000407671,41.7605
1624165698201722622,-1.03509,0.334109,-1.25226,0.999975,-0.00709559,-0.000164304,0.000171021,72.5356
1624165698301718712,-1.03269,0.323988,-1.2525,0.999996,-0.00273287,-0.000236249,0.000370158,34.0011
1624165698401714802,-1.03296,0.320045,-1.25346,0.999997,-0.00242161,-0.000290807,0.000524612,26.9845
1624165698501710892,-1.03422,0.312353,-1.25268,0.999998,-0.00210753,-9.59883e-05,0.000636143,26.985
1624165698601706743,-1.02809,0.312825,-1.25027,0.999993,-0.00377337,-0.000186189,0.000522635,33.751
1624165698701702833,-1.03162,0.328435,-1.24998,0.99996,-0.00891743,-0.000401902,0.000385347,29.9749
1624165698801698923,-1.03229,0.317925,-1.24968,0.999973,-0.00731151,-0.000315012,0.00029474,33.9727
1624165698901695013,-1.03159,0.332322,-1.25056,0.99994,-0.010927,-0.000504376,0.000134409,44.6398
1624165699001691103,-1.0317,0.332229,-1.25166,0.999958,-0.00916994,-0.000225965,0.000124298,45.8481
1624165699101686954,-1.03189,0.340232,-1.25145,0.999937,-0.0112052,-0.000427545,7.48032e-05,78.0462
1624165699201683044,-1.03414,0.339519,-1.25211,0.999955,-0.0095216,-0.00035765,-4.77552e-05,56.087
1624165699301679134,-1.0351,0.336564,-1.25273,0.999962,-0.00872254,-0.000223969,5.56164e-05,61.6283
1624165699401675224,-1.03759,0.336182,-1.25328,0.999972,-0.00752014,-0.000248857,0.000123526,55.8611
1624165699501671076,-1.03634,0.336155,-1.25458,0.999973,-0.00728172,-0.000199106,-0.000143282,38.8235
1624165699601667166,-1.03255,0.345529,-1.25338,0.999938,-0.0111605,-0.000148706,-8.46809e-05,36.4805
1624165699701663256,-1.03278,0.348218,-1.25363,0.999954,-0.00956784,-5.75908e-05,-2.85904e-05,38.6682
1624165699801659346,-1.03201,0.355834,-1.25431,0.999905,-0.013775,-0.000319035,-0.000163594,39.2663
1624165699901655436,-1.03249,0.344381,-1.25305,0.999936,-0.0113182,-0.000189659,-9.31309e-05,37.8817
1624165700001651287,-1.02896,0.344507,-1.25406,0.999934,-0.0114888,2.69423e-05,0.000220869,39.4755
1624165700101647377,-1.02858,0.340292,-1.25389,0.999945,-0.0105087,-3.28417e-06,6.47774e-06,40.9039
1624165700201643467,-1.02946,0.343719,-1.25395,0.999957,-0.00930276,-7.48554e-05,-0.00013938,42.5682
1624165700301639557,-1.032,0.346823,-1.25425,0.999916,-0.0129788,-0.000266501,-0.000126919,40.5771
1624165700401635408,-1.03344,0.351538,-1.25525,0.999929,-0.0119329,-0.000286406,-0.000313786,42.6633
1624165700501631498,-1.03403,0.355562,-1.25564,0.999939,-0.0109913,-0.000344161,-0.000471112,44.1464
