time_ns,tx,ty,tz,qx,qy,qz,qw,run_time
1609055984042413473,0.345072,5.69798,-1.08683,0.981708,0.190393,1.16582e-17,6.01123e-17,3.43722
1609055984154801846,0.344656,5.70288,-1.08634,0.981689,0.190491,1.16642e-17,6.01111e-17,4.66749
1609055984248759508,0.345381,5.70516,-1.08586,0.98168,0.190537,1.1667e-17,6.01106e-17,4.02031
1609055984342432499,0.347319,5.70903,-1.08568,0.98163,0.190792,1.16826e-17,6.01075e-17,4.84183
1609055984454796314,0.349259,5.71033,-1.08537,0.981632,0.190785,1.16822e-17,6.01076e-17,4.4125
1609055984548338890,0.348734,5.71129,-1.0857,0.981629,0.190799,1.16831e-17,6.01074e-17,4.67119
1609055984642187357,0.34991,5.71127,-1.08584,0.981641,0.19074,1.16795e-17,6.01081e-17,5.972
1609055984754936218,0.349254,5.71023,-1.08573,0.981649,0.190699,1.16769e-17,6.01086e-17,5.66106
1609055984848560810,0.349896,5.71304,-1.08591,0.981628,0.190805,1.16834e-17,6.01074e-17,5.82664
1609055984942312479,0.351041,5.71261,-1.08605,0.981639,0.190746,1.16798e-17,6.01081e-17,6.66124
1609055985054688215,0.352272,5.71068,-1.08608,0.981625,0.19082,1.16843e-17,6.01072e-17,6.25841
1609055985148631334,0.351584,5.71156,-1.0854,0.981623,0.19083,1.1685e-17,6.01071e-17,7.53443
1609055985241895914,0.351429,5.70999,-1.08519,0.98163,0.190792,1.16827e-17,6.01075e-17,11.0706
1609055985354471922,0.350979,5.70878,-1.08528,0.981629,0.190799,1.16831e-17,6.01075e-17,9.30237
1609055985448390007,0.351157,5.70913,-1.08514,0.981622,0.190834,1.16852e-17,6.0107e-17,8.47296
1609055985542744637,0.351473,5.71056,-1.08532,0.981631,0.190788,1.16824e-17,6.01076e-17,9.33294
1609055985654642820,0.347132,5.70741,-1.08565,0.981672,0.190579,1.16696e-17,6.01101e-17,9.08945
1609055985748525381,0.348039,5.70911,-1.08542,0.981643,0.190727,1.16786e-17,6.01083e-17,10.5549
1609055985842296839,0.347724,5.71153,-1.08595,0.981619,0.190853,1.16864e-17,6.01068e-17,8.12247
1609055985954728842,0.347451,5.71222,-1.08529,0.981651,0.190686,1.16761e-17,6.01088e-17,9.5969
1609055986048628569,0.346722,5.71106,-1.08571,0.981613,0.190881,1.16881e-17,6.01065e-17,9.95085
1609055986142448664,0.346937,5.71116,-1.08661,0.981674,0.19057,1.16691e-17,6.01102e-17,9.47545
1609055986254988432,0.346501,5.70883,-1.0862,0.981695,0.190461,1.16624e-17,6.01115e-17,11.4989
1609055986348767996,0.34866,5.71015,-1.08724,0.981655,0.190667,1.1675e-17,6.0109e-17,18.0108
1609055986442525625,0.347787,5.70969,-1.08695,0.981642,0.190732,1.1679e-17,6.01082e-17,14.7094
1609055986554770708,0.348625,5.71309,-1.08568,0.98165,0.190692,1.16765e-17,6.01087e-17,23.8227
1609055986648843050,0.348633,5.71972,-1.08621,0.981635,0.190769,1.16812e-17,6.01078e-17,24.4629
1609055986742660522,0.350524,5.71983,-1.08638,0.98165,0.190694,1.16766e-17,6.01087e-17,19.8209
1609055986854727507,0.349077,5.71947,-1.08631,0.981637,0.190758,1.16805e-17,6.01079e-17,15.1832
1609055986948480844,0.349017,5.7162,-1.08612,0.98164,0.190745,1.16798e-17,6.01081e-17,15.4325
1609055987043408871,0.347488,5.71571,-1.08502,0.981637,0.190757,1.16805e-17,6.0108e-17,15.5131
