time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609060335771473169,2,1609060335771473169,-0.004881,0.00853,-0.003045,0.999073,0.000359,0.042366,-0.007557,-0.019604,0.005604,0.000689,0.025465,0.005153,-0.01337
1609060335874435186,3,1609060335874435186,-0.002287,0.005295,-0.004349,0.999078,0.000399,0.042252,-0.007502,-0.008083,-0.003271,-0.002149,0.024463,0.006344,-0.013711
1609060335977810383,4,1609060335977810383,-0.001801,0.007954,-0.003814,0.999075,0.000405,0.04233,-0.007522,-0.005008,0.002791,0.000629,0.024845,0.00655,-0.012098
1609060336049498558,5,1609060336049498558,0.001568,0.008565,-0.004283,0.999066,9.4e-05,0.04255,-0.007455,0.004122,8.5e-05,-0.001137,0.007508,0.001302,-0.001163
1609060336150036335,6,1609060336150036335,0.003879,0.006727,-0.003982,0.999061,-3.7e-05,0.042647,-0.007608,0.007022,-0.005382,0.000222,0.00836,0.002322,-0.000198
1609060336252928734,7,1609060336252928734,0.005428,0.008999,-0.003151,0.999054,0.0001,0.042824,-0.007427,0.008352,0.002539,0.002009,0.00924,0.001471,-0.00243
1609060336356067896,8,1609060336356067896,0.00407,0.008077,-0.003859,0.999058,0.000173,0.042705,-0.007642,0.00335,-0.000539,0.001234,0.013985,0.002779,-0.005178
1609060336459221125,9,1609060336459221125,0.005587,0.004334,-0.004073,0.999056,0.000224,0.042759,-0.007595,0.006343,-0.008551,0.000278,0.016223,0.003124,-0.006402
1609060336562483311,10,1609060336562483311,0.006296,0.005136,-0.004292,0.999059,0.000111,0.042702,-0.007543,0.006327,-0.003267,0.00039,0.018661,0.001744,-0.009215
1609060336665447950,11,1609060336665447950,0.003828,0.005628,-0.004442,0.999059,0.00011,0.042699,-0.007589,-0.000842,-0.003215,4.5e-05,0.022133,0.007489,-0.010951
1609060336768593311,12,1609060336768593311,0.003964,0.003567,-0.004219,0.999057,0.000222,0.042704,-0.007748,-0.000952,-0.00837,0.001315,0.025333,0.004893,-0.012836
1609060336871572971,13,1609060336871572971,0.002163,0.004645,-0.00442,0.99906,0.000248,0.042656,-0.007633,-0.005847,-0.002264,0.002078,0.024716,0.005907,-0.013274
1609060336974601984,14,1609060336974601984,-0.000279,0.004394,-0.003296,0.99905,0.000388,0.042885,-0.007658,-0.0113,-0.001908,0.005618,0.024124,0.006104,-0.012916
1609060337077686787,15,1609060337077686787,-0.000899,0.007185,-0.003263,0.999067,0.000227,0.04249,-0.007614,-0.010233,0.004426,0.004686,0.023098,0.003646,-0.012637
1609060337149609566,16,1609060337149609566,0.001488,0.007139,-0.002612,0.999067,0.000105,0.042497,-0.007597,-0.001724,1.1e-05,0.005483,0.008755,0.002487,-0.001388
1609060337249248743,17,1609060337249248743,0.00274,0.008869,-0.003127,0.999063,9.7e-05,0.042601,-0.007611,0.0016,0.003049,0.00424,0.004876,0.001416,0.001401
1609060337352544308,18,1609060337352544308,0.003318,0.008851,-0.002728,0.999058,0.000174,0.042704,-0.007684,0.002978,0.002863,0.003762,0.008187,-3e-06,-0.00236
1609060337455909729,19,1609060337455909729,0.000806,0.00861,-0.003435,0.999064,0.000101,0.042579,-0.007613,-0.00345,0.001915,0.000783,0.012061,0.002778,-0.004961
1609060337558484793,20,1609060337558484793,0.003155,0.007227,-0.003098,0.999059,0.000113,0.042711,-0.007507,0.003359,-0.001701,0.00235,0.016359,0.004067,-0.008507
1609060337661578178,21,1609060337661578178,0.002336,0.005122,-0.003434,0.999064,0.000179,0.042567,-0.007678,-0.000217,-0.006342,0.001397,0.017407,0.003318,-0.009045
1609060337764630556,22,1609060337764630556,1.7e-05,0.008807,-0.002717,0.999062,0.0002,0.042602,-0.007628,-0.010286,0.008534,0.006285,0.023254,0.005889,-0.011274
1609060337867722511,23,1609060337867722511,0.000136,0.008008,-0.002174,0.999058,0.000209,0.042719,-0.007569,-0.007295,0.003984,0.007668,0.024323,0.003483,-0.013794
1609060337970884323,24,1609060337970884323,0.000757,0.006977,-0.003198,0.999063,0.00021,0.042568,-0.007744,-0.003686,0.000612,0.004305,0.025516,0.005327,-0.012768
1609060338074067116,25,1609060338074067116,0.000416,0.00745,-0.003067,0.999068,0.000201,0.042453,-0.007666,-0.00361,0.000862,0.005395,0.02386,0.004343,-0.012798
