time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609046842781122923,2,1609046842781122923,0.004761,-0.000518,0.003295,0.999632,-0.000129,0.026819,-0.004006,0.006363,-0.000946,0.015494,0.011189,0.006009,0.00202
1609046842883485794,3,1609046842883485794,0.006595,-0.000265,0.001215,0.999635,-0.000176,0.026717,-0.003939,0.007208,0.000221,0.00747,0.012906,0.005819,0.001333
1609046842986877203,4,1609046842986877203,0.004217,0.000472,0.003421,0.99963,-9.3e-05,0.026866,-0.004098,0.000399,0.001451,0.010336,0.017591,0.005291,-0.001666
1609046843089576483,5,1609046843089576483,0.008394,0.000958,0.001772,0.999633,-0.000202,0.026753,-0.004098,0.008704,0.00319,0.005316,0.019497,0.005855,-0.003475
1609046843192418337,6,1609046843192418337,0.008417,-0.000758,0.003402,0.99963,-0.000146,0.026866,-0.004176,0.00656,-7.3e-05,0.009708,0.021235,0.007179,-0.005541
1609046843295470953,7,1609046843295470953,0.006821,2.9e-05,0.002855,0.999632,-0.000178,0.02682,-0.00394,0.004869,0.002582,0.007445,0.026079,0.006143,-0.007905
1609046843401053429,8,1609046843401053429,0.004774,-0.000734,0.000812,0.999634,-4.7e-05,0.02671,-0.004181,0.000251,-0.000993,0.002972,0.02613,0.004919,-0.008963
1609046843501728296,9,1609046843501728296,0.007717,-0.000995,0.002961,0.999632,-0.000143,0.026806,-0.004054,0.003887,-0.000502,0.006361,0.026433,0.00734,-0.008005
1609046843572059631,10,1609046843572059631,0.00343,-0.000193,0.002347,0.999635,-0.000216,0.026742,-0.003687,-0.005176,-0.002485,0.003676,0.001101,0.002886,0.007432
1609046843673682690,11,1609046843673682690,0.004983,-0.0009,0.004977,0.999629,-0.000199,0.026931,-0.003824,-0.001761,-0.004115,0.007931,-0.000965,0.002232,0.008174
1609046843776911259,12,1609046843776911259,0.004848,-0.000898,0.002989,0.999635,-0.000214,0.026739,-0.00365,-0.001291,-0.000959,0.002557,0.008945,0.004086,0.003379
1609046843879849672,13,1609046843879849672,0.005591,-0.000204,0.003402,0.999635,-7.7e-05,0.026745,-0.003746,0.00228,0.001793,0.00218,0.008734,0.005122,0.001792
