time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1624163944127675056,2,1624163944127675056,0.009977,-0.002085,-0.003081,0.999832,0.000133,0.018177,-0.001931,0.005211,-0.003745,0.003509,0.014662,0.003018,-0.000899
1624163944227673531,3,1624163944227673531,0.008845,-0.00194,-0.004422,0.999832,-8.2e-05,0.018209,-0.001943,-0.000875,-0.001141,-0.001326,0.013872,0.004646,-0.003164
1624163944327672243,4,1624163944327672243,0.009292,-0.002924,-0.002377,0.999831,0.000121,0.018262,-0.001824,-0.000357,-0.00398,0.004224,0.014672,0.003392,-0.004584
1624163944427670956,5,1624163944427670956,0.008893,-0.001219,-0.003175,0.99983,0.000127,0.01832,-0.001825,-0.000914,0.001524,0.000655,0.014489,0.003216,-0.001985
1624163944527669668,6,1624163944527669668,0.008615,-0.001089,-0.003741,0.999831,0.00019,0.01828,-0.001899,-0.001107,0.000321,-0.001474,0.013071,0.000545,-0.002819
1624163944627668381,7,1624163944627668381,0.008876,0.000615,-0.003988,0.999829,0.000132,0.018346,-0.001988,-0.001081,0.003252,-0.001659,0.013076,0.00018,-0.002736
1624163944727667093,8,1624163944727667093,0.0097,0.001502,-0.003485,0.999833,-1.7e-05,0.018126,-0.002005,0.001171,0.005184,0.000471,0.014205,0.001393,-0.001298
1624163944827665806,9,1624163944827665806,0.008803,-0.003064,-0.003093,0.999835,5.1e-05,0.018018,-0.001852,-0.001887,-0.00521,0.001115,0.014441,0.001466,-0.003344
1624163944927664280,10,1624163944927664280,0.009742,0.000954,-0.004987,0.999831,4.8e-05,0.01824,-0.002046,-0.000973,0.005145,-0.003614,0.012861,0.005676,-0.002104
1624163945027662992,11,1624163945027662992,0.009468,-0.000471,-0.003779,0.999832,7.5e-05,0.018203,-0.001929,-0.00171,0.001,-0.001089,0.012129,0.000252,-0.00145
1624163945127661705,12,1624163945127661705,0.009734,0.000153,-0.0039,0.999835,0.000129,0.018006,-0.001987,-0.000809,0.004186,-0.000721,0.014832,-0.001331,-0.003277
1624163945227660418,13,1624163945227660418,0.009145,0.002545,-0.005306,0.999835,8.9e-05,0.018051,-0.002001,-0.000948,0.008696,-0.003157,0.012283,0.003887,-0.002881
1624163945327659130,14,1624163945327659130,0.008806,0.003593,-0.004844,0.999835,5e-06,0.018056,-0.001889,-0.003483,0.011611,-0.000166,0.014381,0.004679,-0.001219
1624163945427657843,15,1624163945427657843,0.00957,0.002904,-0.005085,0.999836,0.000132,0.017981,-0.001963,0.000272,0.008264,-0.001493,0.013946,0.001904,-0.004129
1624163945527656555,16,1624163945527656555,0.007855,0.002509,-0.004585,0.999834,0.000112,0.018082,-0.001843,-0.004026,0.005305,-0.000225,0.0138,0.00344,-0.002041
1624163945627655029,17,1624163945627655029,0.009222,0.003068,-0.005185,0.999831,0.0,0.01825,-0.002092,-0.000704,0.002525,-0.002177,0.012821,7.6e-05,-0.001111
1624163945727653742,18,1624163945727653742,0.009179,-0.001556,-0.003419,0.999835,-7e-06,0.018038,-0.001995,-0.001847,-0.00697,0.002406,0.014431,-0.000424,-0.003085
1624163945827652454,19,1624163945827652454,0.008649,-0.007017,-0.00431,0.999837,8.8e-05,0.017934,-0.001993,-0.003286,-0.016944,-0.000528,0.011861,-4e-05,-0.001278
1624163945927651167,20,1624163945927651167,0.008923,-0.001,-0.003859,0.999837,0.000139,0.017929,-0.001888,-0.002949,5.8e-05,0.001067,0.013286,0.00497,-0.002082
1624163946027649879,21,1624163946027649879,0.008176,-0.003385,-0.004625,0.999834,8.1e-05,0.018077,-0.001985,-0.004517,-0.00394,-0.000255,0.011893,0.005042,-0.004066
1624163946127648592,22,1624163946127648592,0.007964,0.000348,-0.003291,0.999834,0.0001,0.018088,-0.001987,-0.00312,0.006192,0.001823,0.012963,0.00279,-0.002107
1624163946227647305,23,1624163946227647305,0.008966,-0.002784,-0.002766,0.999833,0.000174,0.018165,-0.001796,-0.000377,-0.000922,0.003229,0.014877,0.002349,-0.002166
1624163946327645779,24,1624163946327645779,0.00924,-0.005247,-0.002943,0.999835,0.000103,0.018027,-0.00177,0.000199,-0.00514,0.002324,0.01298,0.000614,-0.003687
1624163946427644491,25,1624163946427644491,0.008457,-0.005093,-0.003583,0.999835,0.00012,0.018005,-0.001941,-0.002248,-0.003066,0.001774,0.013403,0.000265,-0.001752
1624163946527643204,26,1624163946527643204,0.008407,-0.004845,-0.003117,0.999837,1.5e-05,0.017941,-0.001929,-0.002723,-0.000886,0.00333,0.01512,0.002491,-0.001613
1624163946627641916,27,1624163946627641916,0.008622,-0.000476,-0.002955,0.999836,0.000161,0.017987,-0.001884,-0.002279,0.010088,0.001966,0.013596,0.002959,-0.004337
1624163946727640629,28,1624163946727640629,0.008655,-0.001578,-0.003435,0.999835,0.000339,0.018047,-0.001923,-0.001764,0.005302,0.000151,0.012788,0.003185,-0.001306
1624163946827639341,29,1624163946827639341,0.008054,-0.001613,-0.00451,0.999835,0.000116,0.017995,-0.00206,-0.002652,0.004286,-0.001412,0.01425,0.000495,-0.001708
1624163946927638054,30,1624163946927638054,0.006866,-0.000272,-0.005735,0.999836,6.4e-05,0.01798,-0.001926,-0.004895,0.007431,-0.003763,0.014256,0.00076,-0.004435
1624163947027636528,31,1624163947027636528,0.008405,0.001097,-0.005893,0.999834,0.000119,0.018066,-0.002143,-0.002146,0.008905,-0.00319,0.014075,0.001172,-0.002344
1624163947127635241,32,1624163947127635241,0.009364,0.003175,-0.005432,0.999835,0.000137,0.01801,-0.001978,-0.000106,0.011567,-0.00056,0.013118,0.004036,-0.001094
1624163947227633953,33,1624163947227633953,0.009391,0.005709,-0.004566,0.999835,0.000214,0.018026,-0.002103,-0.000866,0.013188,0.001361,0.011415,0.003436,-0.003706
1624163947327632666,34,1624163947327632666,0.010469,0.007507,-0.00453,0.999834,0.000227,0.018062,-0.002153,0.001532,0.013545,0.000286,0.013511,0.001708,-0.001182
1624163947427631378,35,1624163947427631378,0.010372,0.007156,-0.003129,0.999837,0.000122,0.017909,-0.001986,-0.000201,0.010048,0.003291,0.01433,0.001795,-0.002801
1624163947527630091,36,1624163947527630091,0.010195,0.005219,-0.004668,0.999835,4e-05,0.017993,-0.002105,-0.001458,0.004066,-0.000318,0.014685,0.002497,-0.003707
1624163947627628803,37,1624163947627628803,0.011173,0.001821,-0.002632,0.999834,0.000132,0.018068,-0.001957,0.000282,-0.005998,0.004713,0.013787,0.005575,-0.000413
1624163947727627277,38,1624163947727627277,0.009968,-0.00064,-0.003994,0.999835,7.1e-05,0.018013,-0.001964,-0.002292,-0.01001,-0.000257,0.013958,0.002321,-0.00254
1624163947827625990,39,1624163947827625990,0.007788,-0.000652,-0.004596,0.999836,8.6e-05,0.017959,-0.002051,-0.006696,-0.008696,-0.000187,0.013287,0.000823,-0.003462
1624163947927624702,40,1624163947927624702,0.006463,0.001073,-0.00529,0.999837,4e-06,0.017929,-0.002088,-0.008095,-0.004115,-0.002212,0.014541,0.0006,-0.00067
1624163948027623415,41,1624163948027623415,0.006206,-0.000624,-0.004507,0.999836,-7.2e-05,0.017964,-0.002067,-0.007408,-0.007316,-0.001943,0.013456,0.002345,-0.003365
1624163948127622128,42,1624163948127622128,0.007929,0.000997,-0.004675,0.999836,7.8e-05,0.01797,-0.001945,-0.002583,-0.001995,-0.001244,0.013075,0.002571,-0.002974
1624163948227620840,43,1624163948227620840,0.009389,-0.000793,-0.003831,0.999833,0.000256,0.01813,-0.002031,0.000181,-0.004931,0.000427,0.013056,0.002991,-0.001429
1624163948327619553,44,1624163948327619553,0.007664,-0.001324,-0.0046,0.999834,4.5e-05,0.018085,-0.001948,-0.004005,-0.004993,-0.001486,0.014032,0.00263,-0.004124
1624163948427618027,45,1624163948427618027,0.007352,-0.003927,-0.005045,0.999835,7.8e-05,0.018016,-0.001876,-0.002119,-0.007697,-0.002536,0.014834,0.003088,-0.001707
1624163948527616739,46,1624163948527616739,0.00865,-0.001437,-0.005172,0.999834,4.8e-05,0.018087,-0.001956,0.001014,-0.000826,-0.001827,0.014099,0.002592,-0.001456
1624163948627615452,47,1624163948627615452,0.009691,0.001812,-0.004513,0.999833,5.5e-05,0.018165,-0.001917,0.002891,0.008198,0.000146,0.015059,0.001557,-0.002071
1624163948727614164,48,1624163948727614164,0.009415,-0.000153,-0.004214,0.999832,0.000134,0.018184,-0.001976,0.000746,0.002073,0.001895,0.013721,0.002619,-0.001566
1624163948827612877,49,1624163948827612877,0.008046,-0.006762,-0.003382,0.999833,0.000218,0.018137,-0.001856,-0.00352,-0.012701,0.004298,0.014797,0.002558,-0.002651
1624163948927611589,50,1624163948927611589,0.008648,-0.003249,-0.003159,0.999833,0.000202,0.018118,-0.001965,-0.0011,-0.001396,0.003306,0.012039,0.003218,-0.002428
1624163949027610302,51,1624163949027610302,0.008529,-0.002684,-0.002953,0.999832,0.000187,0.018209,-0.002002,-0.001394,0.000633,0.003634,0.013178,0.002995,-0.001613
1624163949127608776,52,1624163949127608776,0.009343,-0.002195,-0.003126,0.999836,0.00018,0.017999,-0.001928,0.001567,0.003142,0.002905,0.014966,0.003905,-0.001477
1624163949227607489,53,1624163949227607489,0.008107,-0.002464,-0.002313,0.999836,0.000107,0.018002,-0.001905,-0.001435,0.002778,0.00464,0.012249,0.003002,-0.002532
1624163949327606201,54,1624163949327606201,0.009299,-0.001415,-0.004185,0.999837,0.000257,0.017945,-0.001956,0.001081,0.003565,-0.001141,0.013763,0.001388,-0.00134
1624163949427604914,55,1624163949427604914,0.008854,-0.000332,-0.004334,0.999835,8.7e-05,0.018061,-0.001933,-0.002251,0.005745,-0.001732,0.013556,0.002266,-0.003051
1624163949527603626,56,1624163949527603626,0.009578,-0.003047,-0.005612,0.999831,-7.7e-05,0.018249,-0.001984,-5.3e-05,-0.000325,-0.004937,0.014818,0.004241,-0.003013
1624163949627602339,57,1624163949627602339,0.009597,-0.00101,-0.003988,0.999832,8e-06,0.018197,-0.00202,0.000128,0.005788,-0.000359,0.014414,0.00226,-0.001145
1624163949727601051,58,1624163949727601051,0.008984,0.006092,-0.003295,0.999833,0.000143,0.018157,-0.00199,-0.002192,0.021482,0.00176,0.013302,0.000726,-0.002923
1624163949827599525,59,1624163949827599525,0.00949,0.00525,-0.00438,0.999832,3.4e-05,0.018215,-0.00193,-0.001721,0.014512,-0.001312,0.013716,0.003418,-0.004384
1624163949927598238,60,1624163949927598238,0.006875,-0.001429,-0.005077,0.999833,0.000206,0.018165,-0.001953,-0.007907,-0.002832,-0.002195,0.013097,0.003538,-0.000668
1624163950027596951,61,1624163950027596951,0.007821,-0.000195,-0.00447,0.999831,0.000253,0.018236,-0.002058,-0.005165,0.001304,8.3e-05,0.012841,0.00278,-0.004142
1624163950127595663,62,1624163950127595663,0.008162,0.002046,-0.004876,0.999834,0.000218,0.018057,-0.002026,-0.001529,0.00465,-0.001757,0.013005,0.001146,-0.001922
1624163950227594376,63,1624163950227594376,0.008059,0.005708,-0.005394,0.999833,0.000198,0.018141,-0.002068,-0.000749,0.011907,-0.003076,0.013419,0.003259,-0.000391
