time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043644358455181,2,1609043644358455181,-0.000666,0.002271,-0.005483,0.999897,4e-05,0.013962,-0.003082,-0.00918,-0.009614,0.002562,0.002537,0.002591,0.001581
1609043644469338417,3,1609043644469338417,-0.001229,0.002133,-0.006474,0.9999,2e-06,0.013748,-0.003123,-0.007239,-0.005461,0.00099,0.017331,0.005748,-0.007685
1609043644563093901,4,1609043644563093901,-0.000606,-0.003931,-0.005745,0.999902,0.000231,0.013659,-0.002899,-0.00529,-0.01732,0.000643,0.007013,0.002575,0.000148
1609043644658436060,5,1609043644658436060,0.000309,0.000573,-0.005198,0.999898,5e-05,0.013899,-0.003078,-0.003035,-0.008621,0.001077,0.0032,0.004638,0.00255
1609043644769431829,6,1609043644769431829,-0.00055,0.004482,-0.006584,0.9999,0.000125,0.013669,-0.003344,-0.003507,0.00317,-0.000277,0.020411,0.004555,-0.00813
1609043644862985611,7,1609043644862985611,-0.000494,0.001778,-0.004958,0.999902,0.000127,0.013579,-0.003314,-0.002827,-0.001881,0.003243,0.011162,0.004353,-0.001493
1609043644958410501,8,1609043644958410501,0.003056,0.004953,-0.007408,0.999897,7e-06,0.013963,-0.003167,0.005598,0.001181,-0.000881,0.003432,0.004968,0.001903
1609043645069318771,9,1609043645069318771,0.001537,0.00281,-0.004888,0.999896,0.000186,0.013943,-0.003439,0.00105,-0.000486,0.005518,0.019696,0.007151,-0.006832
1609043645163171768,10,1609043645163171768,0.00198,0.003645,-0.007009,0.999897,0.000106,0.013893,-0.003417,0.001324,-0.003401,-0.000328,0.011314,0.004863,-0.00238
1609043645258130550,11,1609043645258130550,-0.000336,0.003726,-0.005801,0.999899,2.6e-05,0.013819,-0.003241,-0.005077,-0.004218,0.000267,0.001733,0.004453,0.003129
