time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1624180455210554600,3,1624180455210554600,-0.004325,-0.005544,0.009331,0.999995,-0.000403,0.002405,-0.001854,0.009205,0.009198,0.001755,0.011524,2.8e-05,0.003952
1624180455310552835,4,1624180455310552835,-0.000837,-0.004593,0.009473,0.999995,-0.000382,0.002472,-0.001864,0.013268,0.007415,0.001634,0.009321,0.001262,0.005705
1624180455410551071,5,1624180455410551071,0.002308,-0.003389,0.007564,0.999994,-0.000403,0.00244,-0.00222,0.016745,0.006598,-0.00192,0.011751,-0.003223,0.003808
1624180455510549307,6,1624180455510549307,0.005574,-0.003545,0.008797,0.999994,-0.000422,0.002528,-0.002,0.018765,0.004126,0.001614,0.009796,-0.00126,0.00361
1624180455610547543,7,1624180455610547543,0.000256,-0.005793,0.009059,0.999996,-0.000582,0.002442,-0.001286,0.006487,1e-05,0.002666,0.008095,0.00017,0.004149
1624180455710545778,8,1624180455710545778,-0.003504,-0.007283,0.010605,0.999995,-0.000589,0.002339,-0.001524,-0.000721,-0.004711,0.006692,0.010865,-0.000886,0.003275
1624180455810544014,9,1624180455810544014,0.000649,-0.008149,0.011281,0.999994,-0.000539,0.002525,-0.001932,0.004141,-0.009912,0.007694,0.008359,-0.001313,0.004411
1624180455910542250,10,1624180455910542250,0.00202,-0.005536,0.010599,0.999995,-0.000203,0.002458,-0.001799,0.00381,-0.003722,0.005354,0.010501,-0.000476,0.004383
1624180456010540724,11,1624180456010540724,0.003173,-0.004591,0.011242,0.999994,-0.000257,0.002502,-0.002038,0.003805,-0.000347,0.006716,0.013525,-0.001646,0.003173
1624180456110538960,12,1624180456110538960,0.005715,-0.005376,0.011892,0.999995,-0.00021,0.00248,-0.001905,0.006209,-0.003227,0.007671,0.012379,0.000202,0.004671
1624180456210537195,13,1624180456210537195,0.000246,-0.007428,0.013167,0.999994,-0.000424,0.002545,-0.001876,-0.003917,-0.005585,0.010359,0.014849,-2.1e-05,0.00306
1624180456310535431,14,1624180456310535431,-0.002919,-0.009919,0.013874,0.999995,-0.000742,0.002485,-0.001795,-0.009118,-0.008725,0.010841,0.012423,-0.002239,0.004009
1624180456410533667,15,1624180456410533667,-0.004178,-0.010954,0.012996,0.999995,-0.000677,0.002378,-0.001732,-0.01043,-0.009837,0.008684,0.01657,0.002416,0.002496
1624180456510531902,16,1624180456510531902,-0.003641,-0.012427,0.013354,0.999995,-0.000655,0.002456,-0.001827,-0.009168,-0.013323,0.008882,0.00949,0.001431,0.005104
1624180456610530138,17,1624180456610530138,-0.001868,-0.011937,0.012879,0.999994,-0.000414,0.002442,-0.002099,-0.005853,-0.010963,0.00622,0.012068,-0.001732,0.003243
1624180456710528374,18,1624180456710528374,0.000778,-0.010634,0.010991,0.999995,-0.000578,0.002413,-0.001883,-0.00139,-0.005779,0.001397,0.014427,-0.001621,0.002422
1624180456810526609,19,1624180456810526609,0.005076,-0.009165,0.011521,0.999994,-0.000377,0.002345,-0.002101,0.004567,-0.003601,0.003229,0.008833,0.001712,0.005684
1624180456910524845,20,1624180456910524845,0.007918,-0.010019,0.011346,0.999995,-0.000376,0.002365,-0.001679,0.007311,-0.005002,0.004103,0.011692,-0.003044,0.003754
1624180457010523081,21,1624180457010523081,0.001538,-0.009921,0.011268,0.999995,-0.000433,0.002403,-0.001487,-0.003451,-0.002316,0.003054,0.008696,0.001279,0.004209
1624180457110521317,22,1624180457110521317,0.000276,-0.00842,0.008467,0.999995,-0.000635,0.002377,-0.001705,-0.006062,0.000149,-0.002559,0.012621,-0.000673,0.003854
1624180457210519791,23,1624180457210519791,-0.001263,-0.006527,0.009529,0.999996,-0.000526,0.002344,-0.001455,-0.00808,0.005005,0.001901,0.014178,-0.003396,0.003684
1624180457310518026,24,1624180457310518026,0.004074,-0.0029,0.012488,0.999994,-0.000284,0.002444,-0.002319,0.000165,0.007304,0.008553,0.012135,-0.000665,0.003853
1624180457410516262,25,1624180457410516262,0.00489,-0.004045,0.011229,0.999995,-0.000345,0.00232,-0.002014,0.000613,0.003657,0.004628,0.014118,-0.001916,0.003318
1624180457510514498,26,1624180457510514498,0.00045,-0.005044,0.010055,0.999995,-0.000328,0.002365,-0.001809,-0.007439,0.001674,0.003313,0.014048,-0.000764,0.001851
1624180457610512733,27,1624180457610512733,-0.002225,-0.005278,0.010868,0.999995,-0.000309,0.002468,-0.00174,-0.011924,0.000136,0.005209,0.009428,-0.001287,0.003441
1624180457710510969,28,1624180457710510969,-0.002883,-0.006364,0.011036,0.999995,-0.000319,0.002392,-0.001799,-0.010812,-0.002582,0.00602,0.011633,-0.001463,0.003945
1624180457810509205,29,1624180457810509205,-0.009003,-0.008331,0.011508,0.999995,-0.000582,0.002483,-0.001831,-0.019674,-0.00596,0.006683,0.01324,-0.002125,0.003748
1624180457910507441,30,1624180457910507441,-0.005934,-0.006801,0.011224,0.999996,-0.000478,0.002263,-0.001378,-0.012945,-0.000491,0.006576,0.015254,-0.001936,0.002624
