time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609059608451182842,3,1609059608451182842,-0.011025,-0.013195,0.003895,0.999716,0.00029,0.022112,0.008864,0.016365,0.005201,0.003307,0.021342,0.004422,0.00497
1609059608546182394,4,1609059608546182394,-0.011929,-0.016338,0.002635,0.999717,0.000231,0.022015,0.008932,0.011561,-0.001516,-0.000109,0.021424,0.002081,0.00591
1609059608640260458,5,1609059608640260458,-0.015507,-0.013188,0.001799,0.999717,0.000227,0.022071,0.00886,0.00223,0.006368,-0.001686,0.01667,0.002436,0.007784
1609059608751183748,6,1609059608751183748,-0.016758,-0.011809,0.001795,0.999718,7.2e-05,0.02204,0.008746,2.8e-05,0.009266,0.000174,0.021271,0.004673,0.005286
1609059608844347715,7,1609059608844347715,-0.016032,-0.008861,0.001385,0.999716,0.000206,0.022155,0.008688,0.001229,0.01312,0.000171,0.01939,0.003149,0.006415
1609059608940175772,8,1609059608940175772,-0.011395,-0.007319,0.002765,0.999719,0.000181,0.021997,0.008745,0.01019,0.014269,0.003331,0.01833,0.003433,0.007439
1609059609051267624,9,1609059609051267624,-0.016306,-0.006037,0.003973,0.999717,0.000124,0.02206,0.008837,-0.000669,0.015411,0.005544,0.023209,0.005187,0.006163
1609059609145016670,10,1609059609145016670,-0.015585,-0.006749,0.004285,0.999717,0.000162,0.022064,0.008839,0.000667,0.011624,0.005091,0.020659,0.002798,0.007099
1609059609240235329,11,1609059609240235329,-0.017413,-0.005553,0.003197,0.999715,0.000276,0.022126,0.008928,-0.003512,0.012128,0.001772,0.01793,0.0016,0.008082
1609059609351190329,12,1609059609351190329,-0.017403,-0.006722,0.002337,0.999715,0.000161,0.022158,0.008798,-0.002827,0.008,0.000455,0.021571,0.003317,0.005433
1609059609445044994,13,1609059609445044994,-0.014943,-0.009361,0.003245,0.999719,0.000208,0.021923,0.008922,0.003702,0.001357,0.001578,0.020245,0.004973,0.006899
1609059609540071487,14,1609059609540071487,-0.017827,-0.010645,0.003179,0.999718,0.000149,0.022046,0.008806,-0.002523,-0.001664,0.001547,0.015215,-0.001676,0.006629
1609059609651515722,15,1609059609651515722,-0.018258,-0.011174,0.003196,0.999717,0.00013,0.022113,0.008725,-0.002792,-0.001029,0.002581,0.020147,0.004695,0.004732
1609059609745394945,16,1609059609745394945,-0.01607,-0.013502,0.003017,0.999717,0.0002,0.02213,0.008708,0.002715,-0.005745,0.002093,0.019454,0.001608,0.00691
1609059609840183735,17,1609059609840183735,-0.015721,-0.012333,0.00333,0.999716,0.000179,0.022143,0.0088,0.002994,-0.001132,0.003024,0.015636,0.000561,0.007121
1609059609951174736,18,1609059609951174736,-0.014923,-0.01024,0.002904,0.999717,4.5e-05,0.022028,0.008884,0.00406,0.005808,0.001078,0.020988,0.004881,0.005618
1609059610045047283,19,1609059610045047283,-0.015975,-0.009778,0.003021,0.999715,0.00014,0.022156,0.008855,0.001383,0.005206,0.001761,0.019453,0.002384,0.006964
1609059610140227318,20,1609059610140227318,-0.01903,-0.01003,0.004017,0.999715,0.000233,0.02214,0.008836,-0.004342,0.004612,0.004467,0.018342,0.002118,0.007815
1609059610251176357,21,1609059610251176357,-0.019306,-0.010641,0.00423,0.999721,8.1e-05,0.022003,0.008514,-0.00356,0.002986,0.005305,0.022394,0.004497,0.004035
1609059610344976187,22,1609059610344976187,-0.018424,-0.009605,0.004409,0.999718,0.000176,0.022055,0.008707,-0.001335,0.005333,0.003802,0.019487,0.002564,0.007325
1609059610440017223,23,1609059610440017223,-0.016872,-0.007269,0.004936,0.99972,0.000209,0.021935,0.008828,0.001749,0.009361,0.002819,0.015309,0.000743,0.007722
1609059610551044464,24,1609059610551044464,-0.017724,-0.008096,0.00515,0.999718,0.000111,0.022033,0.008823,-0.000101,0.00708,0.00402,0.021797,0.004263,0.004419
1609059610645067692,25,1609059610645067692,-0.01523,-0.011424,0.004614,0.999717,0.000128,0.02211,0.008708,0.005187,-0.001725,0.002257,0.020013,0.002491,0.006234
1609059610739526987,26,1609059610739526987,-0.016158,-0.010307,0.003915,0.999716,0.00022,0.022125,0.008825,0.002794,0.001171,-0.000639,0.015492,-4.3e-05,0.007177
1609059610850683689,27,1609059610850683689,-0.015496,-0.008426,0.004478,0.999713,0.000126,0.022218,0.008938,0.003213,0.00699,0.000233,0.019911,0.000312,0.007542
1609059610946766138,28,1609059610946766138,-0.016405,-0.010674,0.004094,0.999718,3.1e-05,0.022005,0.008916,0.001226,0.000799,-0.000508,0.020887,0.004322,0.006766
1609059611040043831,29,1609059611040043831,-0.015833,-0.010464,0.002388,0.999718,0.000148,0.022025,0.008843,0.002519,0.001876,-0.004581,0.016333,0.000547,0.007007
1609059611153013945,30,1609059611153013945,-0.021934,-0.012781,0.00397,0.999716,0.000171,0.022116,0.00884,-0.01858,-0.004309,0.003101,0.021252,0.002849,0.003672
1609059611246251822,31,1609059611246251822,-0.016135,-0.015933,0.002334,0.999715,0.000144,0.022167,0.008801,0.002991,-0.012503,-0.002466,0.019793,0.003998,0.007215
1609059611340208530,32,1609059611340208530,-0.012247,-0.016891,0.004338,0.999712,0.000144,0.022238,0.008922,0.011959,-0.010604,0.003441,0.017179,0.002563,0.007652
1609059611451697111,33,1609059611451697111,-0.013995,-0.013834,0.006496,0.999713,0.000221,0.022132,0.009064,0.006323,0.000319,0.007167,0.021687,0.003443,0.006245
1609059611545896769,34,1609059611545896769,-0.010221,-0.012175,0.004282,0.999718,0.000143,0.021988,0.008857,0.013173,0.004265,0.001475,0.020652,0.003073,0.005482
1609059611639676809,35,1609059611639676809,-0.009841,-0.013507,0.001178,0.99972,0.000245,0.022034,0.008615,0.011688,7.4e-05,-0.005124,0.016557,0.001438,0.008261
1609059611750478029,36,1609059611750478029,-0.011938,-0.015568,0.003223,0.999713,9.5e-05,0.022245,0.008867,0.005991,-0.001964,0.00047,0.021921,0.002043,0.005143
1609059611844249964,37,1609059611844249964,-0.011573,-0.01392,0.002678,0.999715,0.000127,0.022159,0.00887,0.005449,0.003322,-0.000855,0.019034,0.003668,0.007274
1609059611939869404,38,1609059611939869404,-0.008603,-0.013545,0.001948,0.999719,0.000154,0.021971,0.008821,0.010178,0.004833,-0.001761,0.015246,0.000668,0.008592
1609059612050566912,39,1609059612050566912,-0.012362,-0.012987,0.003864,0.999714,0.0,0.022204,0.008863,0.001366,0.006874,0.003917,0.021096,0.004897,0.004853
1609059612144885778,40,1609059612144885778,-0.013129,-0.010851,0.003778,0.999716,0.000161,0.022106,0.008877,-0.000315,0.011252,0.003551,0.020214,0.004174,0.006353
1609059612239547253,41,1609059612239547253,-0.011079,-0.009539,0.000291,0.999717,0.000238,0.02211,0.008687,0.0041,0.012196,-0.005575,0.017205,0.002136,0.008497
1609059612350527048,42,1609059612350527048,-0.009749,-0.00988,0.002917,0.999717,0.000101,0.022121,0.008645,0.005874,0.008741,0.00449,0.021243,0.004096,0.004783
1609059612444316149,43,1609059612444316149,-0.008434,-0.010028,0.003485,0.999716,0.000149,0.022151,0.008772,0.0079,0.007177,0.005378,0.020432,0.00363,0.006354
1609059612539931536,44,1609059612539931536,-0.010301,-0.012714,0.005582,0.999715,0.000199,0.022177,0.008829,0.003058,0.000905,0.00867,0.016228,0.000873,0.008441
1609059612650884390,45,1609059612650884390,-0.016743,-0.012052,0.005453,0.999716,0.000171,0.022115,0.008784,-0.009857,0.004033,0.006768,0.022079,0.004758,0.00472
1609059612745012522,46,1609059612745012522,-0.015317,-0.012804,0.003881,0.999716,0.000197,0.022117,0.008795,-0.005385,0.00226,0.002387,0.019643,0.00106,0.006578
1609059612840616703,47,1609059612840616703,-0.011256,-0.013878,0.003845,0.999722,0.00029,0.0219,0.008709,0.004356,-0.000591,0.001533,0.0146,0.000764,0.007417
1609059612950987577,48,1609059612950987577,-0.014025,-0.012345,0.003891,0.999716,0.000146,0.022123,0.008771,-0.001229,0.005335,0.002419,0.021418,0.002882,0.0051
1609059613044886351,49,1609059613044886351,-0.015169,-0.009889,0.004335,0.999718,0.000171,0.022016,0.008801,-0.003284,0.01118,0.003031,0.019538,0.002374,0.005736
1609059613140022993,50,1609059613140022993,-0.014057,-0.011298,0.003552,0.999717,0.000285,0.022088,0.008788,-0.000314,0.006278,0.000892,0.016413,0.00115,0.007399
1609059613251049280,51,1609059613251049280,-0.016623,-0.013267,0.003186,0.999722,0.00013,0.021904,0.008675,-0.00461,0.001275,0.001737,0.020303,0.003467,0.007201
1609059613345152140,52,1609059613345152140,-0.015752,-0.014424,0.003146,0.999717,0.000176,0.022131,0.00872,-0.001716,-0.000285,0.001428,0.020445,0.002254,0.006781
1609059613439872503,53,1609059613439872503,-0.017475,-0.014276,0.002544,0.999718,0.000247,0.022045,0.008715,-0.004379,0.000977,0.000533,0.015995,0.001675,0.00795
1609059613550514698,54,1609059613550514698,-0.016267,-0.015075,0.003395,0.999714,0.000128,0.022202,0.008817,-0.00184,0.000744,0.003926,0.023467,0.004653,0.00489
1609059613645120621,55,1609059613645120621,-0.016186,-0.012957,0.002778,0.999714,0.000242,0.02218,0.008839,-0.000832,0.005303,0.002314,0.0206,0.002776,0.006553
1609059613739439487,56,1609059613739439487,-0.013144,-0.011991,0.001842,0.999715,0.000261,0.022123,0.008909,0.00591,0.007548,6.3e-05,0.014523,0.000234,0.009425
1609059613850419521,57,1609059613850419521,-0.01361,-0.014561,0.002448,0.999716,0.000199,0.022159,0.008739,0.003956,0.000311,0.002992,0.020656,0.00354,0.006292
1609059613944536924,58,1609059613944536924,-0.013878,-0.01337,0.004002,0.999714,0.000148,0.022202,0.008859,0.00287,0.00315,0.005797,0.019839,0.002381,0.007267
1609059614039515734,59,1609059614039515734,-0.011833,-0.010878,0.00438,0.999714,0.000152,0.022199,0.008801,0.006094,0.009273,0.004964,0.01598,0.002713,0.008346
1609059614150661469,60,1609059614150661469,-0.010902,-0.011968,0.00445,0.999718,0.000122,0.02204,0.008785,0.007176,0.006361,0.004352,0.021393,0.004724,0.00524
1609059614244650364,61,1609059614244650364,-0.010299,-0.013259,0.004354,0.999716,0.000138,0.022059,0.008914,0.008458,0.00352,0.002616,0.019548,0.003292,0.007378
1609059614341736794,62,1609059614341736794,-0.012014,-0.011294,0.002854,0.999715,0.000247,0.022065,0.009099,0.003279,0.008041,-0.001887,0.015756,0.000595,0.007568
1609059614451108694,63,1609059614451108694,-0.012858,-0.012294,0.000854,0.999717,0.000216,0.022115,0.008759,0.000791,0.005134,-0.003604,0.020757,0.004577,0.005473
1609059614545197248,64,1609059614545197248,-0.01435,-0.010386,0.002946,0.999714,7e-05,0.022183,0.00882,-0.001809,0.009321,0.00055,0.020335,0.003768,0.006858
1609059614639674425,65,1609059614639674425,-0.017369,-0.010492,0.002282,0.999717,0.000166,0.022101,0.008753,-0.006135,0.007695,-0.001461,0.013138,0.001331,0.009533
1609059614750735521,66,1609059614750735521,-0.016981,-0.009455,0.002981,0.999716,0.000231,0.022149,0.008718,-0.004565,0.009893,0.000827,0.02163,0.003347,0.006082
1609059614845012665,67,1609059614845012665,-0.016124,-0.007708,0.002746,0.999717,0.000155,0.022096,0.008732,-0.002623,0.012304,0.00043,0.017675,0.00119,0.006243
1609059614939806700,68,1609059614939806700,-0.013901,-0.0078,0.002893,0.999716,0.000263,0.022135,0.008736,0.003579,0.009823,0.000396,0.016269,0.00077,0.007627
1609059615050611973,69,1609059615050611973,-0.015151,-0.005704,0.004342,0.999716,0.000171,0.022146,0.008789,0.000148,0.014897,0.004916,0.019889,0.004385,0.006634
1609059615144959450,70,1609059615144959450,-0.013076,-0.005778,0.00314,0.999718,0.000213,0.022116,0.00864,0.004068,0.013257,0.001152,0.019334,0.002745,0.006657
1609059615239545107,71,1609059615239545107,-0.012449,-0.007387,0.002267,0.999717,0.000156,0.022066,0.008825,0.005136,0.008003,-6.8e-05,0.016353,0.002659,0.007702
1609059615350768805,72,1609059615350768805,-0.013172,-0.007804,0.002495,0.999716,0.000114,0.022127,0.00877,0.003098,0.006812,0.000973,0.020417,0.004787,0.005568
1609059615444312334,73,1609059615444312334,-0.015448,-0.007853,0.002751,0.999717,0.000108,0.02207,0.008775,-0.001267,0.006142,0.001181,0.018602,0.002531,0.007419
1609059615539756775,74,1609059615539756775,-0.015774,-0.010695,0.002935,0.999717,0.000107,0.022103,0.00877,-0.001344,-0.001337,0.001547,0.017206,0.001926,0.00869
1609059615651205063,75,1609059615651205063,-0.016207,-0.014135,0.003769,0.999717,8.7e-05,0.022118,0.008702,-0.001565,-0.010299,0.004549,0.02249,0.00573,0.005899
1609059615744613647,76,1609059615744613647,-0.015653,-0.015401,0.002579,0.999722,0.000101,0.021999,0.008454,0.000826,-0.011023,0.001009,0.01951,0.002191,0.007672
1609059615840117455,77,1609059615840117455,-0.018482,-0.014561,0.003233,0.999717,0.000135,0.022156,0.008592,-0.005218,-0.006317,0.00179,0.015296,0.000435,0.007955
1609059615950735807,78,1609059615950735807,-0.020211,-0.014699,0.002595,0.999715,0.00016,0.022202,0.008704,-0.007551,-0.002904,0.000816,0.02186,0.004168,0.005587
1609059616044845581,79,1609059616044845581,-0.015022,-0.013739,0.002662,0.999717,0.000251,0.022084,0.008787,0.003316,0.0006,0.000509,0.020823,0.004362,0.005705
1609059616139888048,80,1609059616139888048,-0.012838,-0.016008,0.002312,0.99972,0.000198,0.021937,0.008847,0.008052,-0.003198,0.000173,0.016158,0.001688,0.008135
1609059616250955105,81,1609059616250955105,-0.01354,-0.014536,0.003065,0.999719,5.8e-05,0.022022,0.008731,0.00646,0.003359,0.00241,0.02093,0.007339,0.004872
1609059616344603777,82,1609059616344603777,-0.013344,-0.014187,0.002294,0.999715,0.000113,0.0222,0.008764,0.006097,0.003568,0.000286,0.019393,0.003118,0.006769
1609059616439706564,83,1609059616439706564,-0.013573,-0.012104,0.00325,0.999715,0.000187,0.022164,0.008809,0.003929,0.008613,0.003663,0.017738,0.001799,0.007891
1609059616550727606,84,1609059616550727606,-0.014638,-0.011756,0.00526,0.999715,5.9e-05,0.022137,0.008893,0.000981,0.008782,0.008302,0.020824,0.005085,0.006269
1609059616644537687,85,1609059616644537687,-0.013116,-0.011795,0.004289,0.999719,0.000138,0.022014,0.008757,0.004431,0.00703,0.003911,0.018439,0.003163,0.007265
1609059616740008116,86,1609059616740008116,-0.014413,-0.012611,0.003109,0.999714,0.000227,0.022176,0.00887,0.001567,0.004667,0.001029,0.015088,0.001799,0.007639
1609059616850827694,87,1609059616850827694,-0.010765,-0.012345,0.002462,0.999716,0.000177,0.022166,0.008709,0.008194,0.006085,0.000384,0.020585,0.004702,0.004493
1609059616944585800,88,1609059616944585800,-0.006938,-0.010815,0.001011,0.999717,6.8e-05,0.022109,0.008684,0.014017,0.008217,-0.002631,0.016356,0.000695,0.006617
1609059617039831638,89,1609059617039831638,-0.006534,-0.011111,0.001094,0.999719,0.000154,0.022,0.008805,0.013009,0.006515,-0.002002,0.014589,0.000745,0.00722
1609059617152529001,90,1609059617152529001,-0.008991,-0.013006,0.001912,0.99972,-4e-06,0.022059,0.008539,0.006807,0.001912,0.00215,0.020967,0.004921,0.004072
1609059617244947433,91,1609059617244947433,-0.009365,-0.013568,0.003174,0.99972,0.000119,0.022036,0.008589,0.005752,0.000525,0.003919,0.018496,0.002461,0.006116
1609059617340040445,92,1609059617340040445,-0.008958,-0.016596,0.004392,0.999719,8.3e-05,0.021996,0.008786,0.006808,-0.005637,0.006121,0.016205,0.002477,0.008059
1609059617451854229,93,1609059617451854229,-0.013101,-0.014906,0.005016,0.999716,0.000142,0.022129,0.00883,-0.001732,0.000847,0.006505,0.020813,0.00535,0.004918
1609059617544720888,94,1609059617544720888,-0.012933,-0.013249,0.004201,0.999719,0.000162,0.022018,0.008721,-0.000747,0.004866,0.003779,0.020955,0.004997,0.00703
1609059617640109301,95,1609059617640109301,-0.010797,-0.012226,0.004288,0.999717,0.000175,0.02204,0.00888,0.00428,0.007136,0.001762,0.016969,0.001849,0.009311
