time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609055983142194748,2,1609055983142194748,-0.002767,-0.008186,0.002144,0.99945,2.9e-05,0.033022,-0.002941,0.008776,-0.008261,-0.000291,-0.000922,-0.001345,0.010457
1609055983254577160,3,1609055983254577160,-0.005205,-0.016509,0.001625,0.999447,-0.000241,0.033114,-0.002863,-0.00175,-0.026132,-0.001311,0.00433,0.000719,0.004949
1609055983348391056,4,1609055983348391056,-0.003122,-0.012823,0.001556,0.999445,0.00012,0.033168,-0.002882,0.001702,-0.013427,-0.001207,0.002602,0.002867,0.006512
1609055983442195654,5,1609055983442195654,-0.001417,-0.009052,0.001415,0.99945,0.000123,0.033016,-0.002874,0.004492,-0.004808,-0.001347,-0.001665,-0.003817,0.011166
1609055983554573298,6,1609055983554573298,-0.00405,-0.00915,0.001579,0.999451,-3.6e-05,0.032978,-0.002892,-0.004245,-0.001746,-0.000303,0.004419,0.002251,0.004391
1609055983648052692,7,1609055983648052692,-0.006319,-0.010788,0.001996,0.999451,-4.1e-05,0.03299,-0.002975,-0.008603,-0.005065,0.001277,0.000702,0.001571,0.006942
1609055983741902828,8,1609055983741902828,-0.009291,-0.008392,0.00255,0.999451,-2.1e-05,0.033013,-0.002744,-0.014534,-0.000112,0.002638,0.000592,-0.001756,0.010638
1609055983854824066,9,1609055983854824066,-0.012976,-0.016186,0.003198,0.999451,-0.000161,0.032978,-0.002854,-0.018947,-0.011413,0.004487,0.004163,0.001087,0.004079
1609055983948734522,10,1609055983948734522,-0.013436,-0.017544,0.002655,0.999455,-0.000252,0.032868,-0.00284,-0.015945,-0.011736,0.00238,0.001931,0.00178,0.006579
1609055984042413473,11,1609055984042413473,-0.013812,-0.018202,0.001329,0.999448,-0.000307,0.033069,-0.00294,-0.014731,-0.012469,-0.000358,-0.001722,-0.000197,0.009432
1609055984154801846,12,1609055984154801846,-0.012362,-0.013498,0.001823,0.999454,-0.000212,0.032903,-0.002796,-0.009023,-0.001162,0.001006,0.002083,0.003157,0.004429
1609055984248759508,13,1609055984248759508,-0.010836,-0.011656,0.002299,0.999459,-0.000162,0.032758,-0.002914,-0.004599,0.000941,0.000887,0.001656,0.001556,0.00845
1609055984342432499,14,1609055984342432499,-0.007592,-0.008798,0.002479,0.999455,0.0001,0.032848,-0.002994,0.002358,0.002728,0.000778,0.00039,-0.002714,0.010156
1609055984454796314,15,1609055984454796314,-0.005304,-0.008315,0.002785,0.999461,9.2e-05,0.032671,-0.002967,0.006447,0.003663,0.001374,0.004138,0.004025,0.00278
1609055984548338890,16,1609055984548338890,-0.005431,-0.007227,0.002455,0.999457,0.000111,0.032784,-0.00311,0.004001,0.003116,-0.00049,0.001763,0.001344,0.009039
1609055984642187357,17,1609055984642187357,-0.00435,-0.007691,0.002317,0.999453,4.9e-05,0.032922,-0.00303,0.005416,0.000994,0.000462,-0.002524,0.000783,0.009761
