time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609055135194787264,2,1609055135194787264,0.00438,0.006951,-0.002496,0.99949,0.00034,0.031872,-0.001636,0.013147,0.007389,0.009206,0.022491,0.008501,-0.008662
1609055135297675610,3,1609055135297675610,0.010584,0.006121,-0.004952,0.999494,0.000762,0.031753,-0.001155,0.024842,0.004087,-0.000461,0.023068,0.005114,-0.0099
1609055135369527578,4,1609055135369527578,0.015947,0.005694,-0.003923,0.999487,0.000657,0.032,-0.00094,0.031833,-0.003522,-0.001833,-0.00071,-8.8e-05,0.009872
1609055135469685078,5,1609055135469685078,0.006325,0.004307,-0.001265,0.999497,0.000429,0.031685,-0.001071,0.009167,-0.005387,0.003847,0.003234,0.001124,0.009523
1609055135572892427,6,1609055135572892427,0.004972,0.002209,-0.000672,0.999486,0.000364,0.03201,-0.001254,0.004157,-0.010817,0.005436,0.006007,0.003442,0.006818
1609055135676001549,7,1609055135676001549,0.002194,0.00146,-0.000924,0.99948,0.000245,0.032183,-0.001489,-0.002617,-0.011621,0.002002,0.003001,0.000462,0.005729
1609055135779322624,8,1609055135779322624,0.000111,0.00028,-0.000524,0.999478,0.000131,0.032245,-0.001473,-0.006528,-0.01313,0.002088,0.006901,0.005405,0.003791
1609055135882319450,9,1609055135882319450,-0.002639,-0.001098,-0.001217,0.999488,0.000182,0.031959,-0.001247,-0.010699,-0.013098,0.000362,0.008474,0.001932,0.002114
1609055135985357523,10,1609055135985357523,-0.000374,0.003274,-0.001938,0.999494,0.00026,0.031765,-0.001204,-0.005235,-0.001919,-0.001343,0.016171,0.00697,-0.002717
1609055136088402510,11,1609055136088402510,-0.001507,0.003142,-0.002565,0.999495,0.000361,0.031732,-0.001118,-0.00587,-0.000812,-0.001847,0.017945,0.008428,-0.006187
1609055136191488504,12,1609055136191488504,0.001326,0.005635,-0.002668,0.999492,0.000374,0.03183,-0.001307,0.000407,0.003271,-0.003192,0.019397,0.00824,-0.00619
