time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1623492362318775654,1,1623492362318775654,0.005272,-0.00089,-0.013754,0.99966,0.000262,0.025677,-0.004373,0.016285,0.012778,0.002758,0.012939,0.003569,-0.006314
1623492362418772221,2,1623492362418772221,0.001327,0.002534,-0.011536,0.99966,0.000164,0.025721,-0.004197,0.002238,0.020912,0.009911,0.010095,0.003945,-0.004608
1623492362518769026,3,1623492362518769026,-0.000466,0.004028,-0.010726,0.999656,0.000453,0.025891,-0.004002,7.2e-05,0.022074,0.007512,0.01341,0.007125,-0.004315
1623492362618765831,4,1623492362618765831,0.000388,0.002317,-0.01093,0.99966,0.000325,0.025689,-0.0044,0.005989,0.01263,0.004126,0.012558,0.003126,-0.004912
1623492362718762398,5,1623492362718762398,0.002252,0.000363,-0.013932,0.999656,0.000231,0.025827,-0.004364,0.012685,0.005289,-0.002832,0.012786,0.003923,-0.003914
1623492362818759203,6,1623492362818759203,0.002813,0.000606,-0.014837,0.999653,0.000343,0.025914,-0.004536,0.014159,0.005795,-0.005355,0.012361,0.002617,-0.004439
1623492362918755770,7,1623492362918755770,0.00402,-0.000588,-0.015808,0.999651,0.000234,0.026023,-0.004513,0.017589,0.001375,-0.005498,0.012402,0.004873,-0.006353
1623492363018752575,8,1623492363018752575,0.00545,-0.001969,-0.016282,0.999659,0.000219,0.02569,-0.004495,0.02091,-0.002475,-0.005999,0.011246,0.003794,-0.004856
1623492363118749380,9,1623492363118749380,0.004622,-0.001776,-0.018884,0.99966,0.000358,0.025745,-0.004079,0.016791,-0.000196,-0.010525,0.010703,0.005674,-0.006032
1623492363218745947,10,1623492363218745947,0.004347,-0.002403,-0.020156,0.999658,0.000344,0.025804,-0.004149,0.015043,-0.000709,-0.012477,0.012728,0.002537,-0.004957
1623492363318742752,11,1623492363318742752,0.003528,-0.002778,-0.021558,0.999663,0.000428,0.025583,-0.0042,0.011791,0.000769,-0.013389,0.012603,0.002167,-0.004021
1623492363418739557,12,1623492363418739557,0.004529,-0.003209,-0.020967,0.999662,0.000336,0.025666,-0.003968,0.014116,0.002116,-0.010059,0.012234,0.002226,-0.005
1623492363518736124,13,1623492363518736124,0.005109,-0.002518,-0.019171,0.999666,0.000195,0.025466,-0.004241,0.016449,0.005191,-0.003613,0.011227,0.003482,-0.005392
1623492363618732929,14,1623492363618732929,0.005049,-0.002229,-0.019496,0.999667,0.000377,0.025412,-0.004298,0.01408,0.006701,-0.00267,0.011297,0.002952,-0.004607
1623492363718729734,15,1623492363718729734,0.003266,-0.001616,-0.015244,0.999663,0.000423,0.025582,-0.004204,0.00849,0.007851,0.004502,0.013316,0.003864,-0.004883
1623492363818726301,16,1623492363818726301,0.004144,-0.001535,-0.016783,0.999659,0.000341,0.025768,-0.004124,0.011182,0.007555,0.000338,0.01339,0.001532,-0.003664
1623492363918723106,17,1623492363918723106,0.004283,-0.001787,-0.019305,0.999657,0.000281,0.025801,-0.004447,0.010947,0.005498,-0.004251,0.013251,0.002523,-0.005139
1623492364018719673,18,1623492364018719673,0.0046,-0.001642,-0.01945,0.999657,0.000166,0.025775,-0.004414,0.010982,0.006211,-0.003196,0.014159,0.00454,-0.004567
1623492364118716478,19,1623492364118716478,0.003343,-0.002351,-0.017863,0.999657,0.000209,0.025756,-0.004617,0.007605,0.003402,0.000823,0.011201,0.005898,-0.003938
1623492364218713284,20,1623492364218713284,0.002275,-0.004036,-0.019578,0.999653,0.000245,0.025964,-0.004433,0.005126,-0.000274,-0.002422,0.011499,0.004832,-0.007002
1623492364318709850,21,1623492364318709850,0.001594,-0.003783,-0.020999,0.999653,4.7e-05,0.025933,-0.004588,0.004489,0.001947,-0.004587,0.012253,0.004044,-0.005008
1623492364418706656,22,1623492364418706656,0.001289,-0.003853,-0.022494,0.999649,0.000117,0.026073,-0.004649,0.00311,0.002411,-0.006672,0.014111,0.00182,-0.00516
1623492364518703461,23,1623492364518703461,0.001974,-0.003498,-0.024646,0.999652,5.7e-05,0.025911,-0.00493,0.007563,0.003367,-0.009538,0.011735,0.001392,-0.005323
1623492364618700027,24,1623492364618700027,0.001807,-0.003219,-0.027176,0.999652,3e-06,0.025878,-0.004931,0.008837,0.003766,-0.012421,0.011996,0.004424,-0.005123
1623492364718696833,25,1623492364718696833,0.002748,-0.003339,-0.029551,0.999651,2.1e-05,0.02597,-0.004784,0.011455,0.004749,-0.015445,0.011339,0.004989,-0.004625
1623492364818693399,26,1623492364818693399,0.003512,-0.002696,-0.027519,0.999647,8.9e-05,0.02612,-0.004784,0.012382,0.005596,-0.008306,0.013752,0.002039,-0.004457
