time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1624181090361844540,3,1624181090361844540,0.002778,0.019204,-0.000827,0.999388,-0.000244,-0.03443,-0.006033,-0.005967,-0.008442,0.016214,0.022191,0.006915,-0.002537
1624181090461842060,4,1624181090461842060,0.001249,0.023294,-0.004046,0.999381,-0.000271,-0.034654,-0.005986,-0.008653,0.000651,0.006348,0.02264,0.006734,-0.002476
1624181090561839819,5,1624181090561839819,0.001811,0.020295,-0.004541,0.999379,-0.000229,-0.034743,-0.005784,-0.006336,-0.006441,0.004058,0.021191,0.006633,-0.002421
1624181090661837339,6,1624181090661837339,0.003857,0.016076,-0.003376,0.999377,-0.000114,-0.034833,-0.005597,-0.00132,-0.01285,0.00634,0.020774,0.006442,-0.003177
1624181090761834860,7,1624181090761834860,0.004762,0.015362,-0.004806,0.999379,-0.000199,-0.03475,-0.005781,-0.001006,-0.013154,0.003065,0.019531,0.005475,-0.001916
1624181090861832380,8,1624181090861832380,0.004364,0.014088,-0.004386,0.999379,-0.000212,-0.034737,-0.005789,-0.002865,-0.013732,0.00406,0.022559,0.006667,-0.003574
1624181090961829901,9,1624181090961829901,0.004422,0.014413,-0.002923,0.999385,-0.000139,-0.034555,-0.005907,-0.003509,-0.013078,0.006548,0.022653,0.006402,-0.00225
1624181091061827421,10,1624181091061827421,-0.001756,0.013053,-0.004959,0.999378,-0.000178,-0.03478,-0.00577,-0.014341,-0.014892,0.000727,0.020907,0.005417,-0.002257
1624181091161825180,11,1624181091161825180,0.001378,0.013332,-0.004436,0.999376,-0.000182,-0.034859,-0.005685,-0.005795,-0.012373,0.002007,0.021489,0.006445,-0.003238
1624181091261822701,12,1624181091261822701,0.004138,0.011354,-0.0037,0.999373,-0.000185,-0.034919,-0.00568,0.001058,-0.014809,0.005344,0.022162,0.008518,-0.000662
1624181091361820221,13,1624181091361820221,0.003923,0.014499,-0.005286,0.999379,-0.000193,-0.034765,-0.005706,-0.000232,-0.008438,0.002112,0.021737,0.005064,-0.003199
1624181091461817741,14,1624181091461817741,0.005888,0.013691,-0.003598,0.999382,-1.9e-05,-0.034663,-0.005678,0.002807,-0.008585,0.006103,0.019882,0.005121,-0.002725
1624181091561815262,15,1624181091561815262,0.009233,0.016926,-0.004965,0.999385,-0.000197,-0.034564,-0.005871,0.007133,-0.003966,0.002401,0.022503,0.006129,-0.002136
1624181091661813021,16,1624181091661813021,0.006524,0.018953,-0.006377,0.999385,-0.000188,-0.034529,-0.006031,-0.001951,-0.003365,0.001342,0.021679,0.009064,-0.002875
1624181091761810541,17,1624181091761810541,0.005752,0.020724,-0.005292,0.999388,-0.000236,-0.034414,-0.006157,-0.005434,-0.002924,0.004506,0.021592,0.003023,-0.002518
1624181091861808062,18,1624181091861808062,0.005245,0.020443,-0.006068,0.999385,-0.000162,-0.034534,-0.006058,-0.006759,-0.004624,0.00264,0.021477,0.005282,-0.003567
1624181091961805582,19,1624181091961805582,0.007348,0.016758,-0.006252,0.999385,-8.6e-05,-0.034557,-0.005906,-0.001867,-0.009783,0.001753,0.022436,0.006002,-0.002525
1624181092061803102,20,1624181092061803102,0.005047,0.013674,-0.004096,0.999381,-0.000186,-0.034678,-0.005757,-0.006883,-0.014183,0.007681,0.023881,0.003859,-0.003353
1624181092161800861,21,1624181092161800861,0.00407,0.014488,-0.003308,0.999382,-0.000226,-0.034665,-0.005667,-0.008727,-0.012328,0.009484,0.020439,0.005883,-0.001418
1624181092261798382,22,1624181092261798382,0.004563,0.013574,-0.002229,0.999378,-0.000102,-0.034782,-0.005647,-0.007028,-0.011896,0.011323,0.020673,0.006967,-0.003033
1624181092361795902,23,1624181092361795902,0.003212,0.014416,-0.003872,0.999375,-0.000168,-0.034893,-0.005629,-0.008715,-0.008872,0.006318,0.02213,0.004914,-0.001028
1624181092461793423,24,1624181092461793423,0.002628,0.014873,-0.003761,0.999378,-0.000169,-0.034788,-0.005693,-0.009694,-0.008364,0.007932,0.020878,0.005815,-0.002406
1624181092561790943,25,1624181092561790943,0.002938,0.016326,-0.003685,0.999379,-0.000141,-0.034757,-0.005687,-0.007972,-0.00566,0.006384,0.021897,0.004617,-0.001787
1624181092661788702,26,1624181092661788702,0.001133,0.016418,-0.003535,0.99938,-0.00018,-0.034745,-0.005642,-0.009769,-0.005753,0.005974,0.020753,0.003793,-0.002151
1624181092761786222,27,1624181092761786222,0.002497,0.017995,-0.004781,0.999381,-0.000202,-0.03466,-0.005893,-0.005826,-0.003292,0.00321,0.022049,0.005504,-0.002197
1624181092861783743,28,1624181092861783743,0.002638,0.017985,-0.004059,0.999384,-0.00017,-0.034586,-0.005919,-0.005976,-0.005368,0.006022,0.022553,0.005048,-0.003278
1624181092961781263,29,1624181092961781263,0.004498,0.017093,-0.005092,0.999381,-9.1e-05,-0.034665,-0.00589,-0.001675,-0.007691,0.003306,0.021119,0.004943,-0.002578
1624181093061778784,30,1624181093061778784,0.003428,0.018884,-0.005102,0.999389,-0.000231,-0.03441,-0.006056,-0.005512,-0.005143,0.003945,0.021269,0.005252,-0.002519
1624181093161776543,31,1624181093161776543,0.003648,0.021457,-0.005723,0.999394,-0.000151,-0.034228,-0.006175,-0.006728,-0.001881,0.003187,0.022181,0.006736,-0.001675
1624181093261774063,32,1624181093261774063,0.002326,0.022546,-0.006184,0.999386,-0.000163,-0.03449,-0.006035,-0.008565,-0.001205,0.002617,0.02156,0.003419,-0.002451
1624181093361771584,33,1624181093361771584,0.003698,0.024318,-0.00829,0.999388,-0.000253,-0.034444,-0.006058,-0.005816,-2e-05,-0.001492,0.019656,0.004421,-0.001652
1624181093461769104,34,1624181093461769104,0.001337,0.024334,-0.010259,0.999384,-0.000225,-0.034533,-0.006131,-0.010517,-0.001422,-0.004382,0.022159,0.006685,-0.002057
1624181093561766624,35,1624181093561766624,0.002469,0.023268,-0.010723,0.999387,-0.000183,-0.034443,-0.0062,-0.007595,-0.003946,-0.002642,0.022609,0.00679,-0.002282
