time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1623490936869187117,2,1623490936869187117,0.00487,-0.014608,0.008149,0.999785,-0.000238,0.020518,-0.002912,-0.016024,-0.01833,-0.004824,0.013476,0.005089,-0.003589
1623490936969183207,3,1623490936969183207,0.005249,-0.011713,0.009233,0.999784,-0.000282,0.020491,-0.003214,-0.011508,-0.006106,-0.002172,0.012198,0.002523,-0.004031
1623490937069179535,4,1623490937069179535,0.007444,-0.010469,0.010768,0.999779,-9.7e-05,0.020746,-0.003277,-0.004898,-0.001517,0.002012,0.012087,0.002437,-0.003477
1623490937169175625,5,1623490937169175625,0.007704,-0.01045,0.013522,0.999785,-0.00025,0.020449,-0.003131,-0.004726,-0.000838,0.006791,0.01411,0.004077,-0.005492
1623490937269171953,6,1623490937269171953,0.007456,-0.011187,0.011876,0.999788,1e-05,0.020321,-0.003135,-0.004254,-0.00489,0.003175,0.012638,0.00441,-0.004446
1623490937369168043,7,1623490937369168043,0.008567,-0.01045,0.010043,0.999782,-0.000113,0.020631,-0.00317,-0.001007,-0.003022,-0.001001,0.012411,0.00135,-0.005182
1623490937469164371,8,1623490937469164371,0.009854,-0.010722,0.009891,0.999779,-7.2e-05,0.020717,-0.003438,0.001307,-0.00378,-0.000439,0.011923,0.003696,-0.004893
1623490937569160700,9,1623490937569160700,0.008066,-0.009351,0.016113,0.999778,-9.8e-05,0.020786,-0.003412,-0.005449,-0.000325,0.010224,0.014513,0.003654,-0.004276
1623490937669156790,10,1623490937669156790,0.007758,-0.010027,0.016968,0.999781,-1.1e-05,0.020622,-0.003324,-0.005343,-0.004049,0.012107,0.013085,0.003562,-0.005209
1623490937769153118,11,1623490937769153118,0.008235,-0.010381,0.013838,0.999782,-4.3e-05,0.020591,-0.003203,-0.002938,-0.004405,0.006456,0.013743,0.001414,-0.004578
1623490937869149208,12,1623490937869149208,0.006965,-0.009561,0.013532,0.999783,8e-06,0.020573,-0.002986,-0.006489,-0.000728,0.004286,0.014058,0.002032,-0.003473
1623490937969145536,13,1623490937969145536,0.008249,-0.009272,0.014931,0.999779,-2.7e-05,0.020745,-0.003255,-0.003123,-0.001416,0.005889,0.015563,0.002676,-0.004554
1623490938069141626,14,1623490938069141626,0.008029,-0.007873,0.013541,0.99978,-7e-06,0.020691,-0.003153,-0.00312,0.002438,0.003786,0.013367,0.001242,-0.004494
1623490938169137955,15,1623490938169137955,0.00597,-0.008365,0.011734,0.999785,3.5e-05,0.020465,-0.003158,-0.008661,0.000232,0.00194,0.013242,0.001935,-0.005057
1623490938269134283,16,1623490938269134283,0.005407,-0.009723,0.009461,0.999783,-4.8e-05,0.020558,-0.003196,-0.008268,-0.004398,-0.001959,0.0142,0.003454,-0.00383
1623490938369130373,17,1623490938369130373,0.005997,-0.010057,0.008134,0.999787,-6.1e-05,0.020345,-0.003209,-0.004457,-0.005159,-0.003247,0.01531,0.003276,-0.005207
1623490938469126701,18,1623490938469126701,0.007089,-0.010743,0.009004,0.999792,5e-05,0.020139,-0.00312,-0.001796,-0.006175,-0.000247,0.01364,0.001863,-0.004426
1623490938569122791,19,1623490938569122791,0.005962,-0.010244,0.010604,0.999792,-0.000163,0.020128,-0.003025,-0.00457,-0.004154,0.003127,0.012529,0.002455,-0.004074
1623490938669119120,20,1623490938669119120,0.007686,-0.009884,0.012889,0.999788,-0.000153,0.020341,-0.003151,-0.001094,-0.003386,0.005012,0.012184,0.001776,-0.004856
1623490938769115210,21,1623490938769115210,0.008663,-0.010992,0.012959,0.999789,1.9e-05,0.020302,-0.002862,-3.2e-05,-0.004836,0.00423,0.014839,0.002241,-0.004331
1623490938869111538,22,1623490938869111538,0.009012,-0.010839,0.012396,0.999783,-4.8e-05,0.0206,-0.003079,-0.001331,-0.004842,0.002124,0.013259,0.001708,-0.003749
