time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1624165695301837683,2,1624165695301837683,0.005328,0.002176,0.001826,0.999799,-6e-06,0.019896,-0.002391,0.001839,-0.001854,0.008226,0.012316,0.004355,0.00423
1624165695401833773,3,1624165695401833773,0.004057,-0.000208,0.001364,0.999798,-1.2e-05,0.019926,-0.002369,-0.002079,-0.008789,0.004862,0.013016,0.005904,0.003087
1624165695501829624,4,1624165695501829624,0.003328,-0.000445,0.0005,0.999798,-0.000178,0.0199,-0.002433,-0.001866,-0.006786,0.001416,0.009177,0.00396,0.003062
1624165695601825714,5,1624165695601825714,0.003228,0.003929,0.001235,0.9998,-0.000134,0.019831,-0.002416,-0.000774,0.00243,0.002802,0.010227,0.004458,0.003325
1624165695701821804,6,1624165695701821804,0.005852,0.008433,-1.9e-05,0.999799,-0.000112,0.019846,-0.002761,0.005302,0.010899,-0.001389,0.012638,0.008568,0.002535
1624165695801817894,7,1624165695801817894,0.003418,0.007888,-0.001616,0.999799,-0.000245,0.019881,-0.002488,-0.001979,0.005395,-0.003896,0.011275,0.006071,0.002429
1624165695901813745,8,1624165695901813745,0.001725,0.005064,-0.00068,0.9998,-0.000136,0.019827,-0.002531,-0.003711,-0.00225,-0.002479,0.011296,0.003861,0.001613
1624165696001809835,9,1624165696001809835,0.002714,0.006188,-0.001506,0.999803,-0.000218,0.019675,-0.002484,0.001114,-0.000932,-0.002664,0.011731,0.004877,0.003023
1624165696101805925,10,1624165696101805925,0.003544,0.005602,-0.002673,0.999798,-9.6e-05,0.019894,-0.002646,0.00185,-0.003722,-0.003612,0.012671,0.005872,0.003523
1624165696201802015,11,1624165696201802015,0.00494,0.003276,-0.002695,0.999799,-0.000153,0.019828,-0.002616,0.003394,-0.011458,-0.001502,0.012156,0.007483,0.002648
1624165696301798105,12,1624165696301798105,0.003234,0.004191,-0.001306,0.999798,-0.000212,0.019891,-0.002658,-0.000552,-0.007304,0.0025,0.010736,0.004872,0.005146
1624165696401793957,13,1624165696401793957,0.004084,0.00333,-0.002229,0.999796,-0.000174,0.020026,-0.002556,0.001097,-0.007603,-0.000207,0.009814,0.004872,0.004216
1624165696501790047,14,1624165696501790047,0.004493,0.005926,-0.000198,0.999797,-0.000192,0.019955,-0.00277,0.002063,-0.003785,0.00342,0.013024,0.00594,0.003881
1624165696601786137,15,1624165696601786137,0.004525,0.004473,0.000218,0.999801,-0.000146,0.019743,-0.002523,0.002546,-0.007538,0.002876,0.011411,0.00609,0.003017
1624165696701782227,16,1624165696701782227,0.005127,0.005889,-2.7e-05,0.9998,-7.8e-05,0.019783,-0.002691,0.002751,-0.003172,0.000479,0.010445,0.004969,0.003788
1624165696801778078,17,1624165696801778078,0.003214,0.006318,-0.001977,0.999799,-0.000102,0.019835,-0.002802,-0.000831,-0.000636,-0.003768,0.014415,0.006265,0.000949
1624165696901774168,18,1624165696901774168,0.004339,0.008836,-0.000667,0.9998,-6.1e-05,0.01981,-0.002605,0.002365,0.00483,-0.001556,0.01188,0.004418,0.00621
1624165697001770258,19,1624165697001770258,0.00326,0.005514,-0.000986,0.999796,-5e-06,0.020005,-0.002504,-0.000838,-0.004872,-0.002255,0.011947,0.00543,0.003785
1624165697101766348,20,1624165697101766348,0.001867,0.003111,0.000259,0.9998,-0.000108,0.019793,-0.002656,-0.002913,-0.012021,0.000536,0.010655,0.005276,0.000881
1624165697201762438,21,1624165697201762438,0.001508,0.006713,-0.000767,0.999799,-0.000117,0.019796,-0.002977,-0.001657,-0.003196,-0.001109,0.012378,0.003758,0.002377
1624165697301758289,22,1624165697301758289,0.001397,0.006984,0.000396,0.9998,-0.000132,0.01974,-0.002995,-0.000904,-0.002904,0.000324,0.012393,0.006196,0.003892
1624165697401754379,23,1624165697401754379,0.001462,0.003425,0.000159,0.999804,-0.000275,0.019583,-0.002705,-0.000423,-0.011559,-0.000803,0.011144,0.005002,0.002518
1624165697501750469,24,1624165697501750469,0.00257,0.002777,-0.000583,0.9998,-0.000292,0.0198,-0.002592,0.001707,-0.009388,-0.001618,0.011447,0.006499,0.001857
1624165697601746559,25,1624165697601746559,0.005922,0.003028,-0.000912,0.999801,-2.2e-05,0.019759,-0.002575,0.010978,-0.009693,-0.00132,0.010652,0.005871,0.004193
1624165697701742411,26,1624165697701742411,0.003582,0.0048,-0.001707,0.999799,-0.000156,0.01984,-0.002686,0.004289,-0.003773,-0.003814,0.012245,0.003858,0.001444
1624165697801738501,27,1624165697801738501,0.00271,0.005268,-0.002985,0.999799,7.5e-05,0.019823,-0.002694,0.001783,-0.002494,-0.005736,0.011985,0.006671,0.003564
1624165697901734591,28,1624165697901734591,0.00272,0.006436,-0.000809,0.999801,-0.000283,0.019723,-0.002631,0.0022,0.000735,-0.000262,0.011804,0.006765,0.003135
1624165698001730680,29,1624165698001730680,0.001746,0.006029,-0.001669,0.999802,-0.000134,0.01969,-0.002839,0.000229,-0.000343,-0.002624,0.013198,0.005996,0.0018
1624165698101726770,30,1624165698101726770,0.002787,0.003575,-0.001071,0.999802,3.1e-05,0.019692,-0.00252,0.0008,-0.006771,-0.000802,0.011776,0.005652,0.001881
1624165698201722622,31,1624165698201722622,0.004393,0.002732,-0.001685,0.999799,-0.000113,0.019846,-0.002758,0.004402,-0.008268,-0.002115,0.012031,0.002294,0.000281
1624165698301718712,32,1624165698301718712,0.003946,0.005591,-0.001431,0.9998,-0.000131,0.019776,-0.002736,0.003616,-0.001309,-0.000389,0.009448,0.005642,0.002535
1624165698401714802,33,1624165698401714802,0.003663,0.004062,-0.001587,0.999803,-0.000104,0.019651,-0.002447,0.002579,-0.005683,0.000208,0.010158,0.003689,0.002992
1624165698501710892,34,1624165698501710892,0.003368,0.001136,-0.001099,0.999799,-0.000137,0.019902,-0.002226,0.00132,-0.011689,0.0035,0.011198,0.007404,0.003693
1624165698601706743,35,1624165698601706743,0.005875,0.000574,-0.000245,0.999798,-0.000134,0.019909,-0.00243,0.007398,-0.01164,0.005159,0.012075,0.004513,0.002727
1624165698701702833,36,1624165698701702833,0.002028,-0.001051,-1e-05,0.9998,-0.00028,0.019858,-0.002209,-0.002827,-0.013378,0.003833,0.009714,0.006704,0.004192
1624165698801698923,37,1624165698801698923,0.002309,-0.001566,-6e-06,0.999799,-0.000234,0.019882,-0.002433,-0.001568,-0.013106,0.002889,0.013383,0.006911,0.001889
1624165698901695013,38,1624165698901695013,0.002043,0.001747,-0.000382,0.999801,-0.000262,0.019766,-0.002425,-0.001673,-0.003303,0.000355,0.010622,0.006509,0.003351
1624165699001691103,39,1624165699001691103,0.001495,-0.001283,-0.000681,0.999799,-0.00028,0.019887,-0.002342,-0.002229,-0.008575,0.00136,0.011974,0.005134,0.003425
1624165699101686954,40,1624165699101686954,0.005471,0.002578,-0.000178,0.999799,-0.000215,0.019839,-0.002623,0.008197,-0.000561,0.003842,0.010845,0.00519,0.003445
1624165699201683044,41,1624165699201683044,0.004986,0.003543,-0.000306,0.9998,-0.00017,0.019784,-0.00278,0.007175,-0.000118,0.003056,0.013484,0.008583,0.003405
1624165699301679134,42,1624165699301679134,0.004688,0.003752,-0.000322,0.999797,-0.000145,0.019938,-0.002635,0.005189,0.000212,0.000128,0.010738,0.006565,0.001867
1624165699401675224,43,1624165699401675224,0.003231,0.004862,-0.000489,0.9998,-0.00011,0.019844,-0.00245,0.002055,0.00148,-0.000911,0.012503,0.004212,0.001874
1624165699501671076,44,1624165699501671076,0.002259,0.005373,-0.001221,0.999802,-0.000169,0.019661,-0.002816,0.001582,0.000217,-0.002308,0.011485,0.005383,0.001738
1624165699601667166,45,1624165699601667166,0.004161,0.004761,-5.2e-05,0.999798,-0.000251,0.019914,-0.002604,0.004055,-0.002806,0.001092,0.012113,0.005749,0.002575
1624165699701663256,46,1624165699701663256,0.003307,0.004146,-0.000213,0.999798,-0.00013,0.019929,-0.002414,0.002564,-0.004399,0.00296,0.01059,0.005429,0.003972
1624165699801659346,47,1624165699801659346,0.005619,0.002175,-0.001311,0.999797,-0.000126,0.019927,-0.002644,0.007242,-0.007821,-0.001095,0.011307,0.004496,0.0021
1624165699901655436,48,1624165699901655436,0.002894,0.001139,0.000809,0.9998,-6.6e-05,0.019791,-0.002766,0.000525,-0.012639,0.004338,0.010245,0.007031,0.00345
1624165700001651287,49,1624165700001651287,0.003333,0.004773,0.000424,0.999797,8e-06,0.01996,-0.002427,0.000631,-0.000295,0.002877,0.010072,0.007675,0.004167
1624165700101647377,50,1624165700101647377,0.005046,0.003787,0.000795,0.999798,-0.000259,0.019921,-0.002645,0.005234,-0.002612,0.002129,0.012076,0.004286,0.002622
1624165700201643467,51,1624165700201643467,0.007574,0.007354,0.000537,0.999798,-0.000163,0.019908,-0.0027,0.011296,0.00395,-0.000696,0.010986,0.005013,0.003519
1624165700301639557,52,1624165700301639557,0.003614,0.000401,-0.000252,0.999799,-0.0001,0.019879,-0.002516,-9.9e-05,-0.014824,-0.002235,0.009173,0.004839,0.003023
1624165700401635408,53,1624165700401635408,0.004552,0.000368,-0.001659,0.999798,-4.6e-05,0.019902,-0.002561,0.00319,-0.010403,-0.005595,0.013876,0.006035,0.002865
1624165700501631498,54,1624165700501631498,0.002569,-0.003492,-0.002352,0.999801,-0.000109,0.019743,-0.00266,-0.001089,-0.017099,-0.005085,0.010405,0.006498,0.002815
1624165700601627588,55,1624165700601627588,0.003615,0.000592,-0.001406,0.999802,-0.000142,0.019731,-0.002513,0.003777,-0.004074,-0.002683,0.01175,0.004983,0.002303
1624165700701623678,56,1624165700701623678,0.003245,0.004865,-0.001798,0.999798,-8e-05,0.019893,-0.002599,0.002099,0.005546,-0.004271,0.01201,0.006719,0.003355
1624165700801619768,57,1624165700801619768,0.004267,0.007613,-0.00053,0.999796,-0.000156,0.019984,-0.002672,0.00335,0.008055,-0.000317,0.012399,0.004894,0.00243
1624165700901615620,58,1624165700901615620,0.003561,0.009016,-0.002646,0.999799,-7.5e-05,0.01984,-0.002635,0.002309,0.007718,-0.006306,0.0128,0.00573,0.002792
1624165701001611710,59,1624165701001611710,0.00499,0.010464,-0.002678,0.999796,-9.2e-05,0.020006,-0.002746,0.004465,0.008221,-0.005259,0.010574,0.006198,0.00194
1624165701101607800,60,1624165701101607800,0.005483,0.005502,-0.001608,0.999796,-0.000133,0.019968,-0.002775,0.004177,-0.006599,-0.002411,0.012929,0.007603,0.003207
1624165701201603889,61,1624165701201603889,0.006109,0.006526,-0.0017,0.999795,7e-06,0.020014,-0.002822,0.004796,-0.00741,-0.002039,0.011277,0.005791,0.003561
1624165701301599741,62,1624165701301599741,0.005081,0.00159,-0.001614,0.999795,-0.000146,0.020018,-0.002771,0.002043,-0.016457,-0.000869,0.01276,0.007132,0.002671
1624165701401595831,63,1624165701401595831,0.004221,0.000412,-0.002631,0.999798,-4.2e-05,0.019886,-0.002555,-0.000324,-0.015657,-0.003818,0.010669,0.004466,0.001721
1624165701501591921,64,1624165701501591921,0.00165,-0.001044,-0.002278,0.9998,-0.000288,0.019795,-0.002508,-0.008495,-0.018287,-0.002267,0.010014,0.005189,0.002976
1624165701601588011,65,1624165701601588011,0.002452,-0.001984,-0.001879,0.999798,-0.000129,0.0199,-0.002495,-0.004481,-0.016677,-0.001388,0.011428,0.007179,0.001375
1624165701701583862,66,1624165701701583862,0.001356,-0.002473,-0.000375,0.999799,-0.000249,0.01988,-0.002457,-0.005058,-0.016266,0.002331,0.011513,0.007497,0.00404
1624165701801579952,67,1624165701801579952,0.003403,-0.000502,-0.003168,0.999799,-3.3e-05,0.019869,-0.00243,0.001621,-0.008808,-0.00518,0.010608,0.003243,0.003806
1624165701901576042,68,1624165701901576042,0.004593,-0.00045,-0.002513,0.999798,-0.000149,0.019897,-0.002458,0.005156,-0.009034,-0.004983,0.007525,0.003069,0.005885
1624165702001572132,69,1624165702001572132,0.004951,-0.002598,-0.001911,0.9998,-8.7e-05,0.019795,-0.002552,0.005795,-0.012322,-0.000858,0.011033,0.00685,0.003395
1624165702101568222,70,1624165702101568222,0.006976,0.000338,-0.002894,0.999802,-0.00022,0.019713,-0.002434,0.010241,-0.003944,-0.004749,0.013093,0.005359,0.002764
1624165702201564074,71,1624165702201564074,0.005765,0.004196,-0.001817,0.999798,7.6e-05,0.019888,-0.002577,0.00487,0.002841,0.000686,0.011863,0.006357,0.001772
1624165702301560163,72,1624165702301560163,0.004123,0.004312,-0.002154,0.999797,-0.000102,0.019929,-0.002731,-0.000325,0.002479,0.000109,0.012969,0.008767,0.002569
1624165702401556253,73,1624165702401556253,0.002896,0.005099,-0.001094,0.999797,-0.00012,0.019935,-0.00256,-0.00332,0.001969,0.002268,0.012386,0.005158,0.003193
1624165702501552343,74,1624165702501552343,0.003081,0.002382,0.001095,0.999796,-0.000111,0.019991,-0.002541,-0.002299,-0.003995,0.006972,0.012679,0.004152,0.00152
